Abs_int_PAR	DOY	Elapsed_time	Inc_PAR	Num_plante	Num_talle	Sum_PAR	Temp_cum	Temperature
85179.0054447	136	182.0	48944600	2	(1,)	514147.867235	1205.5	15.0
132390.677811	136	182.0	48944600	3	(1, 2)	1173601.79478	1205.5	15.0
98749.9912721	136	182.0	48944600	3	(1, 3)	896622.407856	1205.5	15.0
137224.53733	136	182.0	48944600	3	(1,)	1047479.28617	1205.5	15.0
171980.563741	136	182.0	48944600	4	(1, 2)	1145575.57566	1205.5	15.0
194094.156689	136	182.0	48944600	4	(1, 4)	1351930.17464	1205.5	15.0
193756.172019	136	182.0	48944600	4	(1,)	1266558.08618	1205.5	15.0
117805.106411	137	183.0	42379600	1	(1, 2)	934862.806635	1218.0	12.5
146635.885864	137	183.0	42379600	1	(1, 2, 1)	1216548.70295	1218.0	12.5
86107.2989325	137	183.0	42379600	1	(1, 4)	714379.684262	1218.0	12.5
77896.3364021	137	183.0	42379600	1	(1,)	606691.830845	1218.0	12.5
109185.608755	137	183.0	42379600	2	(1, 2)	863618.281622	1218.0	12.5
89517.1126729	137	183.0	42379600	2	(1, 2, 1)	740180.824251	1218.0	12.5
124381.144727	137	183.0	42379600	2	(1, 3)	996322.088807	1218.0	12.5
197933.081064	137	183.0	42379600	2	(1, 4)	1636628.96942	1218.0	12.5
64579.9608415	137	183.0	42379600	2	(1,)	501326.897291	1218.0	12.5
129179.280039	137	183.0	42379600	3	(1, 2)	1130407.52741	1218.0	12.5
110037.349736	137	183.0	42379600	3	(1, 3)	975937.977276	1218.0	12.5
141201.242772	137	183.0	42379600	3	(1,)	1096295.4422	1218.0	12.5
146384.257854	137	183.0	42379600	4	(1, 2)	1140225.04617	1218.0	12.5
172362.873964	137	183.0	42379600	4	(1, 4)	1399406.70695	1218.0	12.5
169084.921668	137	183.0	42379600	4	(1,)	1293830.55164	1218.0	12.5
17684.8915321	138	184.0	6302400	1	(1, 2)	189277.599508	1227.1	9.1
22280.5546775	138	184.0	6302400	1	(1, 2, 1)	248786.878273	1227.1	9.1
13157.2504099	138	184.0	6302400	1	(1, 4)	146915.160036	1227.1	9.1
11612.0917676	138	184.0	6302400	1	(1,)	122070.926729	1227.1	9.1
16549.0934556	138	184.0	6302400	2	(1, 2)	176550.754039	1227.1	9.1
13671.9057695	138	184.0	6302400	2	(1, 2, 1)	152160.678577	1227.1	9.1
19188.9593577	138	184.0	6302400	2	(1, 3)	207174.472934	1227.1	9.1
30403.3981657	138	184.0	6302400	2	(1, 4)	338372.916766	1227.1	9.1
9846.37501721	138	184.0	6302400	2	(1,)	103175.127861	1227.1	9.1
19655.7910946	138	184.0	6302400	3	(1, 2)	232441.982039	1227.1	9.1
17007.0342828	138	184.0	6302400	3	(1, 3)	203801.927794	1227.1	9.1
21416.1925219	138	184.0	6302400	3	(1,)	225113.136541	1227.1	9.1
22061.7896456	138	184.0	6302400	4	(1, 2)	230755.052781	1227.1	9.1
26239.8069842	138	184.0	6302400	4	(1, 4)	283349.374231	1227.1	9.1
25394.7280721	138	184.0	6302400	4	(1,)	261798.416284	1227.1	9.1
64952.1355192	139	185.0	23230000	1	(1, 2)	523401.317973	1238.9	11.8
84650.376494	139	185.0	23230000	1	(1, 2, 1)	708505.281205	1238.9	11.8
51582.9852	139	185.0	23230000	1	(1, 4)	431738.345153	1238.9	11.8
43210.6528572	139	185.0	23230000	1	(1,)	342355.556741	1238.9	11.8
62632.0912441	139	185.0	23230000	2	(1, 2)	503118.100524	1238.9	11.8
53337.4816883	139	185.0	23230000	2	(1, 2, 1)	444998.503616	1238.9	11.8
73142.5433594	139	185.0	23230000	2	(1, 3)	594063.333455	1238.9	11.8
114813.81121	139	185.0	23230000	2	(1, 4)	957900.216348	1238.9	11.8
37691.432737	139	185.0	23230000	2	(1,)	297685.656753	1238.9	11.8
74678.4256505	139	185.0	23230000	3	(1, 2)	667070.583954	1238.9	11.8
66477.024436	139	185.0	23230000	3	(1, 3)	601568.303855	1238.9	11.8
80953.4639327	139	185.0	23230000	3	(1,)	644226.187605	1238.9	11.8
82483.4087931	139	185.0	23230000	4	(1, 2)	650609.439769	1238.9	11.8
98313.3448307	139	185.0	23230000	4	(1, 4)	799617.521398	1238.9	11.8
94610.8743127	139	185.0	23230000	4	(1,)	736192.826983	1238.9	11.8
107659.33015	140	186.0	42379600	1	(1, 2)	800324.506639	1252.3	13.4
149883.380155	140	186.0	42379600	1	(1, 2, 1)	1105702.16404	1252.3	13.4
91627.6201904	140	186.0	42379600	1	(1, 4)	675944.309271	1252.3	13.4
80451.6461322	140	186.0	42379600	1	(1,)	535494.414581	1252.3	13.4
115613.541408	140	186.0	42379600	2	(1, 2)	793079.707116	1252.3	13.4
101840.768547	140	186.0	42379600	2	(1, 2, 1)	720075.415037	1252.3	13.4
134238.25863	140	186.0	42379600	2	(1, 3)	927601.702214	1252.3	13.4
213544.575184	140	186.0	42379600	2	(1, 4)	1509888.62062	1252.3	13.4
71182.7278436	140	186.0	42379600	2	(1,)	481783.8417	1252.3	13.4
140240.2205	140	186.0	42379600	3	(1, 2)	1078002.54462	1252.3	13.4
122874.115136	140	186.0	42379600	3	(1, 3)	956566.630149	1252.3	13.4
150813.753053	140	186.0	42379600	3	(1,)	1035368.99298	1252.3	13.4
143901.987038	140	186.0	42379600	4	(1, 2)	945175.77436	1252.3	13.4
205053.272953	140	186.0	42379600	4	(1, 4)	1317607.16868	1252.3	13.4
181064.405779	140	186.0	42379600	4	(1,)	1085049.1419	1252.3	13.4
105592.863239	141	187.0	41329200	1	(1, 2)	584443.413437	1267.7	15.4
172885.800433	141	187.0	41329200	1	(1, 2, 1)	936720.458334	1267.7	15.4
117528.185404	141	187.0	41329200	1	(1, 4)	636784.695677	1267.7	15.4
87868.2265665	141	187.0	41329200	1	(1,)	444973.601021	1267.7	15.4
120977.493533	141	187.0	41329200	2	(1, 2)	680408.490157	1267.7	15.4
123901.188574	141	187.0	41329200	2	(1, 2, 1)	681967.929995	1267.7	15.4
143411.713383	141	187.0	41329200	2	(1, 3)	798357.674391	1267.7	15.4
232885.723364	141	187.0	41329200	2	(1, 4)	1281832.80546	1267.7	15.4
72542.9551963	141	187.0	41329200	2	(1,)	372766.460377	1267.7	15.4
143158.46873	141	187.0	41329200	3	(1, 2)	933486.691416	1267.7	15.4
119795.789579	141	187.0	41329200	3	(1, 3)	790720.701742	1267.7	15.4
134542.298807	141	187.0	41329200	3	(1,)	860519.378015	1267.7	15.4
148058.44279	141	187.0	41329200	4	(1, 2)	816949.481071	1267.7	15.4
206145.165115	141	187.0	41329200	4	(1, 4)	1113612.90072	1267.7	15.4
180339.072213	141	187.0	41329200	4	(1,)	910623.925205	1267.7	15.4
42562.3134665	142	188.0	15634800	1	(1, 2)	256890.21228	1281.4	13.7
68732.1076453	142	188.0	15634800	1	(1, 2, 1)	406348.597683	1281.4	13.7
45733.5025948	142	188.0	15634800	1	(1, 4)	270379.349272	1281.4	13.7
34099.6333606	142	188.0	15634800	1	(1,)	188787.243581	1281.4	13.7
48353.8292452	142	188.0	15634800	2	(1, 2)	296415.427044	1281.4	13.7
50550.8650941	142	188.0	15634800	2	(1, 2, 1)	303461.540979	1281.4	13.7
57455.0441214	142	188.0	15634800	2	(1, 3)	348722.85528	1281.4	13.7
91635.9098459	142	188.0	15634800	2	(1, 4)	550098.928002	1281.4	13.7
30232.9792074	142	188.0	15634800	2	(1,)	169772.732318	1281.4	13.7
55382.047042	142	188.0	15634800	3	(1, 2)	396898.038327	1281.4	13.7
46856.3852459	142	188.0	15634800	3	(1, 3)	339882.043834	1281.4	13.7
53864.4404129	142	188.0	15634800	3	(1,)	378807.950488	1281.4	13.7
57956.1899248	142	188.0	15634800	4	(1, 2)	348751.877414	1281.4	13.7
80564.4283633	142	188.0	15634800	4	(1, 4)	474931.141906	1281.4	13.7
70639.750099	142	188.0	15634800	4	(1,)	389989.802589	1281.4	13.7
138705.620865	143	189.0	47954800	1	(1, 2)	1067839.74359	1291.9	10.5
219032.066738	143	189.0	47954800	1	(1, 2, 1)	1652478.1839	1291.9	10.5
144196.22229	143	189.0	47954800	1	(1, 4)	1087882.17581	1291.9	10.5
106436.383716	143	189.0	47954800	1	(1,)	753023.344407	1291.9	10.5
155325.471878	143	189.0	47954800	2	(1, 2)	1214087.33777	1291.9	10.5
163439.545521	143	189.0	47954800	2	(1, 2, 1)	1251625.50535	1291.9	10.5
181873.975535	143	189.0	47954800	2	(1, 3)	1407854.74982	1291.9	10.5
289827.407403	143	189.0	47954800	2	(1, 4)	2219507.81768	1291.9	10.5
99241.8464642	143	189.0	47954800	2	(1,)	711949.860329	1291.9	10.5
170537.643878	143	189.0	47954800	3	(1, 2)	1561045.68719	1291.9	10.5
146761.470917	143	189.0	47954800	3	(1, 3)	1358654.43895	1291.9	10.5
168918.573884	143	189.0	47954800	3	(1,)	1518661.8629	1291.9	10.5
182236.934957	143	189.0	47954800	4	(1, 2)	1398852.51249	1291.9	10.5
252850.989182	143	189.0	47954800	4	(1, 4)	1902253.32642	1291.9	10.5
222873.793044	143	189.0	47954800	4	(1,)	1572474.32733	1291.9	10.5
169510.418322	144	190.0	53671400	1	(1, 2)	1052824.04974	1303.9	12.0
257308.169024	144	190.0	53671400	1	(1, 2, 1)	1596018.60018	1303.9	12.0
165349.952971	144	190.0	53671400	1	(1, 4)	1025624.49609	1303.9	12.0
124855.474906	144	190.0	53671400	1	(1,)	713177.684391	1303.9	12.0
182529.895244	144	190.0	53671400	2	(1, 2)	1172867.7669	1303.9	12.0
191997.583715	144	190.0	53671400	2	(1, 2, 1)	1232088.15009	1303.9	12.0
209844.606651	144	190.0	53671400	2	(1, 3)	1345181.67917	1303.9	12.0
335031.96942	144	190.0	53671400	2	(1, 4)	2149969.57743	1303.9	12.0
118761.273472	144	190.0	53671400	2	(1,)	699837.197974	1303.9	12.0
192713.037717	144	190.0	53671400	3	(1, 2)	1502689.27093	1303.9	12.0
170271.279601	144	190.0	53671400	3	(1, 3)	1339648.05653	1303.9	12.0
193725.128046	144	190.0	53671400	3	(1,)	1488634.39472	1303.9	12.0
210780.752842	144	190.0	53671400	4	(1, 2)	1305609.50178	1303.9	12.0
291295.480945	144	190.0	53671400	4	(1, 4)	1802053.50817	1303.9	12.0
261593.927892	144	190.0	53671400	4	(1,)	1490445.93373	1303.9	12.0
177088.207039	145	191.0	52782600	1	(1, 2)	916573.516769	1317.8	13.9
261828.548833	145	191.0	52782600	1	(1, 2, 1)	1351818.87734	1317.8	13.9
167310.190501	145	191.0	52782600	1	(1, 4)	863821.255484	1317.8	13.9
126802.312183	145	191.0	52782600	1	(1,)	606523.951885	1317.8	13.9
185677.969749	145	191.0	52782600	2	(1, 2)	991822.002872	1317.8	13.9
194216.65142	145	191.0	52782600	2	(1, 2, 1)	1036124.31162	1317.8	13.9
212534.008026	145	191.0	52782600	2	(1, 3)	1132682.24692	1317.8	13.9
337800.084905	145	191.0	52782600	2	(1, 4)	1802126.27079	1317.8	13.9
124584.226486	145	191.0	52782600	2	(1,)	612182.352407	1317.8	13.9
165210.117979	145	191.0	52782600	3	(1, 2)	1170312.11758	1317.8	13.9
154602.165546	145	191.0	52782600	3	(1, 3)	1091546.20427	1317.8	13.9
194552.510117	145	191.0	52782600	3	(1,)	1235014.12947	1317.8	13.9
213315.173681	145	191.0	52782600	4	(1, 2)	1101192.25647	1317.8	13.9
291406.072044	145	191.0	52782600	4	(1, 4)	1500689.63079	1317.8	13.9
267024.307745	145	191.0	52782600	4	(1,)	1274098.41784	1317.8	13.9
169362.580351	146	192.0	46944800	1	(1, 2)	676664.67258	1335.2	17.4
243820.470048	146	192.0	46944800	1	(1, 2, 1)	966639.695299	1335.2	17.4
154362.269966	146	192.0	46944800	1	(1, 4)	611977.649044	1335.2	17.4
117581.54875	146	192.0	46944800	1	(1,)	435299.163519	1335.2	17.4
173723.198109	146	192.0	46944800	2	(1, 2)	710842.474743	1335.2	17.4
179835.310444	146	192.0	46944800	2	(1, 2, 1)	732465.936706	1335.2	17.4
196337.711245	146	192.0	46944800	2	(1, 3)	799629.874608	1335.2	17.4
309849.238979	146	192.0	46944800	2	(1, 4)	1262010.41061	1335.2	17.4
118262.461431	146	192.0	46944800	2	(1,)	447577.282012	1335.2	17.4
161442.816219	146	192.0	46944800	3	(1, 2)	773982.723504	1335.2	17.4
173114.901251	146	192.0	46944800	3	(1, 3)	827378.784738	1335.2	17.4
196174.904174	146	192.0	46944800	3	(1,)	856463.451181	1335.2	17.4
189276.383588	146	192.0	46944800	4	(1, 2)	754317.960534	1335.2	17.4
263621.385545	146	192.0	46944800	4	(1, 4)	1042578.49408	1335.2	17.4
243461.289529	146	192.0	46944800	4	(1,)	899172.933753	1335.2	17.4
194464.465565	147	193.0	50560600	1	(1, 2)	640838.622158	1355.5	20.3
273984.393326	147	193.0	50560600	1	(1, 2, 1)	896187.72934	1355.5	20.3
171901.727094	147	193.0	50560600	1	(1, 4)	562280.913435	1355.5	20.3
133824.83747	147	193.0	50560600	1	(1,)	409771.703967	1355.5	20.3
198023.443577	147	193.0	50560600	2	(1, 2)	667711.939168	1355.5	20.3
206377.849136	147	193.0	50560600	2	(1, 2, 1)	690634.778808	1355.5	20.3
222465.917617	147	193.0	50560600	2	(1, 3)	746750.547651	1355.5	20.3
346801.159659	147	193.0	50560600	2	(1, 4)	1160555.51179	1355.5	20.3
135229.919793	147	193.0	50560600	2	(1,)	422971.761877	1355.5	20.3
193593.139082	147	193.0	50560600	3	(1, 2)	738493.673204	1355.5	20.3
197635.469702	147	193.0	50560600	3	(1, 3)	751886.462558	1355.5	20.3
222490.220883	147	193.0	50560600	3	(1,)	777877.926414	1355.5	20.3
216120.078195	147	193.0	50560600	4	(1, 2)	710471.707791	1355.5	20.3
294621.244436	147	193.0	50560600	4	(1, 4)	961414.73072	1355.5	20.3
271463.627137	147	193.0	50560600	4	(1,)	829311.675685	1355.5	20.3
163881.257346	148	194.0	40238400	1	(1, 2)	566573.086156	1374.2	18.7
226709.878456	148	194.0	40238400	1	(1, 2, 1)	778162.301396	1374.2	18.7
139952.381008	148	194.0	40238400	1	(1, 4)	480374.506226	1374.2	18.7
112307.447799	148	194.0	40238400	1	(1,)	361631.582118	1374.2	18.7
166161.249394	148	194.0	40238400	2	(1, 2)	587329.946777	1374.2	18.7
173870.004503	148	194.0	40238400	2	(1, 2, 1)	610101.928464	1374.2	18.7
186465.164569	148	194.0	40238400	2	(1, 3)	656231.106171	1374.2	18.7
285626.333615	148	194.0	40238400	2	(1, 4)	1002249.97595	1374.2	18.7
113762.024376	148	194.0	40238400	2	(1,)	373935.438982	1374.2	18.7
160416.36027	148	194.0	40238400	3	(1, 2)	631444.322702	1374.2	18.7
162741.657097	148	194.0	40238400	3	(1, 3)	638959.605543	1374.2	18.7
184818.566249	148	194.0	40238400	3	(1,)	669533.158423	1374.2	18.7
179824.201734	148	194.0	40238400	4	(1, 2)	620231.144509	1374.2	18.7
243347.403842	148	194.0	40238400	4	(1, 4)	833362.758615	1374.2	18.7
224035.028167	148	194.0	40238400	4	(1,)	719790.032471	1374.2	18.7
226792.615253	149	195.0	52924000	1	(1, 2)	831886.4425	1391.3	17.1
308114.084556	149	195.0	52924000	1	(1, 2, 1)	1122309.50302	1391.3	17.1
190205.321924	149	195.0	52924000	1	(1, 4)	692825.301966	1391.3	17.1
144581.686388	149	195.0	52924000	1	(1,)	532508.698333	1391.3	17.1
227696.291795	149	195.0	52924000	2	(1, 2)	853349.655477	1391.3	17.1
238922.915271	149	195.0	52924000	2	(1, 2, 1)	889099.731974	1391.3	17.1
256830.669078	149	195.0	52924000	2	(1, 3)	958477.991114	1391.3	17.1
386562.340932	149	195.0	52924000	2	(1, 4)	1438508.1698	1391.3	17.1
157069.871655	149	195.0	52924000	2	(1,)	548577.96868	1391.3	17.1
221375.16033	149	195.0	52924000	3	(1, 2)	917166.373659	1391.3	17.1
220534.785135	149	195.0	52924000	3	(1, 3)	909171.560852	1391.3	17.1
250318.561181	149	195.0	52924000	3	(1,)	959352.171051	1391.3	17.1
245018.765366	149	195.0	52924000	4	(1, 2)	896692.927219	1391.3	17.1
329747.399664	149	195.0	52924000	4	(1, 4)	1198448.93111	1391.3	17.1
282093.615946	149	195.0	52924000	4	(1,)	1036559.80248	1391.3	17.1
150169.888334	150	196.0	34400600	1	(1, 2)	540508.686368	1408.5	17.2
202782.069223	150	196.0	34400600	1	(1, 2, 1)	724860.852918	1408.5	17.2
121716.436315	150	196.0	34400600	1	(1, 4)	435085.1705	1408.5	17.2
98616.8501356	150	196.0	34400600	1	(1,)	356390.455426	1408.5	17.2
156490.630841	150	196.0	34400600	2	(1, 2)	565754.263596	1408.5	17.2
161102.184054	150	196.0	34400600	2	(1, 2, 1)	578433.911678	1408.5	17.2
174125.09216	150	196.0	34400600	2	(1, 3)	626930.657222	1408.5	17.2
257750.73628	150	196.0	34400600	2	(1, 4)	925448.627792	1408.5	17.2
102181.320213	150	196.0	34400600	2	(1,)	370899.832978	1408.5	17.2
153903.784314	150	196.0	34400600	3	(1, 2)	613166.103181	1408.5	17.2
148660.399028	150	196.0	34400600	3	(1, 3)	589445.790479	1408.5	17.2
166637.252625	150	196.0	34400600	3	(1,)	615649.882521	1408.5	17.2
161050.750275	150	196.0	34400600	4	(1, 2)	578368.60176	1408.5	17.2
217062.204893	150	196.0	34400600	4	(1, 4)	774209.997336	1408.5	17.2
184670.629471	150	196.0	34400600	4	(1,)	665845.766372	1408.5	17.2
224447.450116	151	197.0	50580800	1	(1, 2)	909824.094568	1423.6	15.1
301645.900956	151	197.0	50580800	1	(1, 2, 1)	1214448.63341	1423.6	15.1
182158.614024	151	197.0	50580800	1	(1, 4)	733383.905535	1423.6	15.1
147401.414507	151	197.0	50580800	1	(1,)	599901.1145	1423.6	15.1
233162.223877	151	197.0	50580800	2	(1, 2)	949290.00098	1423.6	15.1
239957.567354	151	197.0	50580800	2	(1, 2, 1)	970335.145846	1423.6	15.1
260506.604792	151	197.0	50580800	2	(1, 3)	1056326.76146	1423.6	15.1
382534.096743	151	197.0	50580800	2	(1, 4)	1546883.11929	1423.6	15.1
152891.651347	151	197.0	50580800	2	(1,)	624957.2216	1423.6	15.1
236211.54144	151	197.0	50580800	3	(1, 2)	1042014.36523	1423.6	15.1
224244.640115	151	197.0	50580800	3	(1, 3)	984628.404697	1423.6	15.1
251123.133533	151	197.0	50580800	3	(1,)	1029378.10078	1423.6	15.1
238517.527765	151	197.0	50580800	4	(1, 2)	964708.615212	1423.6	15.1
321589.527516	151	197.0	50580800	4	(1, 4)	1291944.06158	1423.6	15.1
275363.092543	151	197.0	50580800	4	(1,)	1118139.42885	1423.6	15.1
241210.940698	152	198.0	53691600	1	(1, 2)	1160849.66781	1436.2	12.6
323065.209683	152	198.0	53691600	1	(1, 2, 1)	1544314.05579	1436.2	12.6
195784.162739	152	198.0	53691600	1	(1, 4)	935886.029033	1436.2	12.6
159150.424964	152	198.0	53691600	1	(1,)	768963.703671	1436.2	12.6
250619.918293	152	198.0	53691600	2	(1, 2)	1211364.36265	1436.2	12.6
257599.407938	152	198.0	53691600	2	(1, 2, 1)	1236739.41742	1436.2	12.6
279983.776956	152	198.0	53691600	2	(1, 3)	1347867.91515	1436.2	12.6
409083.530122	152	198.0	53691600	2	(1, 4)	1964017.53527	1436.2	12.6
163562.988995	152	198.0	53691600	2	(1,)	793695.315645	1436.2	12.6
258346.496066	152	198.0	53691600	3	(1, 2)	1334663.6709	1436.2	12.6
242127.206238	152	198.0	53691600	3	(1, 3)	1245192.76487	1436.2	12.6
271240.599504	152	198.0	53691600	3	(1,)	1304189.20785	1436.2	12.6
254590.288336	152	198.0	53691600	4	(1, 2)	1222539.64085	1436.2	12.6
342238.452252	152	198.0	53691600	4	(1, 4)	1632461.97585	1436.2	12.6
295358.836264	152	198.0	53691600	4	(1,)	1423866.99737	1436.2	12.6
247960.757864	153	199.0	55186400	1	(1, 2)	1147192.15789	1449.3	13.1
331981.574309	153	199.0	55186400	1	(1, 2, 1)	1525580.67146	1449.3	13.1
200970.049198	153	199.0	55186400	1	(1, 4)	923533.239893	1449.3	13.1
163033.310046	153	199.0	55186400	1	(1,)	757264.721478	1449.3	13.1
260839.945509	153	199.0	55186400	2	(1, 2)	1200944.09799	1449.3	13.1
268055.953094	153	199.0	55186400	2	(1, 2, 1)	1225960.39553	1449.3	13.1
290711.005753	153	199.0	55186400	2	(1, 3)	1333159.9793	1449.3	13.1
423960.034631	153	199.0	55186400	2	(1, 4)	1938991.81474	1449.3	13.1
172837.401378	153	199.0	55186400	2	(1,)	798876.255414	1449.3	13.1
273262.85612	153	199.0	55186400	3	(1, 2)	1326420.31963	1449.3	13.1
253100.620169	153	199.0	55186400	3	(1, 3)	1223103.22716	1449.3	13.1
252835.729798	153	199.0	55186400	3	(1,)	1232043.14757	1449.3	13.1
260847.549028	153	199.0	55186400	4	(1, 2)	1204155.57472	1449.3	13.1
350892.938418	153	199.0	55186400	4	(1, 4)	1609033.60575	1449.3	13.1
305831.883863	153	199.0	55186400	4	(1,)	1417346.64625	1449.3	13.1
190935.729406	154	200.0	46904400	1	(1, 2)	1044236.94838	1461.5	12.2
259710.427407	154	200.0	46904400	1	(1, 2, 1)	1383102.43551	1461.5	12.2
159289.305119	154	200.0	46904400	1	(1, 4)	848304.071488	1461.5	12.2
138908.357654	154	200.0	46904400	1	(1,)	692805.330323	1461.5	12.2
221850.0491	154	200.0	46904400	2	(1, 2)	1095973.40221	1461.5	12.2
228081.648712	154	200.0	46904400	2	(1, 2, 1)	1119270.91387	1461.5	12.2
247580.4126	154	200.0	46904400	2	(1, 3)	1218232.33857	1461.5	12.2
360577.708848	154	200.0	46904400	2	(1, 4)	1769472.38073	1461.5	12.2
145962.28382	154	200.0	46904400	2	(1,)	723890.620137	1461.5	12.2
238330.330291	154	200.0	46904400	3	(1, 2)	1215993.98187	1461.5	12.2
217720.85136	154	200.0	46904400	3	(1, 3)	1106017.85134	1461.5	12.2
218830.02784	154	200.0	46904400	3	(1,)	1120753.90363	1461.5	12.2
190853.941752	154	200.0	46904400	4	(1, 2)	1041259.82754	1461.5	12.2
268956.477925	154	200.0	46904400	4	(1, 4)	1429033.96481	1461.5	12.2
260970.608279	154	200.0	46904400	4	(1,)	1298662.74892	1461.5	12.2
144982.067904	155	201.0	35612600	1	(1, 2)	856066.55111	1472.8	11.3
197188.668365	155	201.0	35612600	1	(1, 2, 1)	1133778.71755	1472.8	11.3
120941.879702	155	201.0	35612600	1	(1, 4)	695381.344102	1472.8	11.3
105467.458355	155	201.0	35612600	1	(1,)	567914.178208	1472.8	11.3
150862.809736	155	201.0	35612600	2	(1, 2)	885334.431532	1472.8	11.3
157275.526662	155	201.0	35612600	2	(1, 2, 1)	898940.54915	1472.8	11.3
169216.266351	155	201.0	35612600	2	(1, 3)	981376.672486	1472.8	11.3
245252.155686	155	201.0	35612600	2	(1, 4)	1401789.13579	1472.8	11.3
110823.215322	155	201.0	35612600	2	(1,)	593395.751615	1472.8	11.3
182767.716042	155	201.0	35612600	3	(1, 2)	998204.183174	1472.8	11.3
166996.702785	155	201.0	35612600	3	(1, 3)	908142.216148	1472.8	11.3
167408.039571	155	201.0	35612600	3	(1,)	917768.976302	1472.8	11.3
144987.196537	155	201.0	35612600	4	(1, 2)	854021.92247	1472.8	11.3
204399.776232	155	201.0	35612600	4	(1, 4)	1172525.632	1472.8	11.3
198144.353743	155	201.0	35612600	4	(1,)	1064554.43606	1472.8	11.3
136922.939319	156	202.0	33633000	1	(1, 2)	742750.21127	1485.1	12.3
186227.526331	156	202.0	33633000	1	(1, 2, 1)	983701.996677	1485.1	12.3
114219.075432	156	202.0	33633000	1	(1, 4)	603334.685289	1485.1	12.3
99604.8296596	156	202.0	33633000	1	(1,)	492740.159957	1485.1	12.3
142476.786115	156	202.0	33633000	2	(1, 2)	768143.933229	1485.1	12.3
148533.041296	156	202.0	33633000	2	(1, 2, 1)	779949.040869	1485.1	12.3
159681.221834	156	202.0	33633000	2	(1, 3)	850786.913674	1485.1	12.3
231619.307236	156	202.0	33633000	2	(1, 4)	1216236.25929	1485.1	12.3
104662.878614	156	202.0	33633000	2	(1,)	514848.786881	1485.1	12.3
174477.452914	156	202.0	33633000	3	(1, 2)	867413.408007	1485.1	12.3
159478.678388	156	202.0	33633000	3	(1, 3)	789464.600602	1485.1	12.3
159539.792814	156	202.0	33633000	3	(1,)	796118.835843	1485.1	12.3
136945.294373	156	202.0	33633000	4	(1, 2)	741070.989723	1485.1	12.3
193037.794166	156	202.0	33633000	4	(1, 4)	1017320.05877	1485.1	12.3
187130.089583	156	202.0	33633000	4	(1,)	923640.845642	1485.1	12.3
215376.083066	157	203.0	52903800	1	(1, 2)	977578.905277	1499.8	14.7
292930.869745	157	203.0	52903800	1	(1, 2, 1)	1294710.27939	1499.8	14.7
179679.361626	157	203.0	52903800	1	(1, 4)	794155.641882	1499.8	14.7
156675.707535	157	203.0	52903800	1	(1,)	648525.421111	1499.8	14.7
224112.137566	157	203.0	52903800	2	(1, 2)	1011001.14947	1499.8	14.7
233638.45912	157	203.0	52903800	2	(1, 2, 1)	1026538.55371	1499.8	14.7
251240.947434	157	203.0	52903800	2	(1, 3)	1120069.96928	1499.8	14.7
364330.903778	157	203.0	52903800	2	(1, 4)	1600762.77439	1499.8	14.7
164631.877866	157	203.0	52903800	2	(1,)	677623.918534	1499.8	14.7
277954.547013	157	203.0	52903800	3	(1, 2)	1143689.54255	1499.8	14.7
254776.700235	157	203.0	52903800	3	(1, 3)	1043896.39756	1499.8	14.7
254522.041049	157	203.0	52903800	3	(1,)	1051148.79484	1499.8	14.7
215411.245868	157	203.0	52903800	4	(1, 2)	975368.774309	1499.8	14.7
303643.229821	157	203.0	52903800	4	(1, 4)	1338957.03196	1499.8	14.7
294350.570298	157	203.0	52903800	4	(1,)	1215660.10097	1499.8	14.7
227382.538546	158	204.0	55853000	1	(1, 2)	903066.040124	1516.6	16.8
309260.732333	158	204.0	55853000	1	(1, 2, 1)	1196025.08375	1516.6	16.8
189695.847052	158	204.0	55853000	1	(1, 4)	733623.620362	1516.6	16.8
165409.824226	158	204.0	55853000	1	(1,)	599093.617635	1516.6	16.8
236605.592381	158	204.0	55853000	2	(1, 2)	933940.760224	1516.6	16.8
246662.976815	158	204.0	55853000	2	(1, 2, 1)	948293.89123	1516.6	16.8
265268.748975	158	204.0	55853000	2	(1, 3)	1034782.01795	1516.6	16.8
384641.06718	158	204.0	55853000	2	(1, 4)	1478749.69849	1516.6	16.8
173809.52668	158	204.0	55853000	2	(1,)	625974.187469	1516.6	16.8
293979.783093	158	204.0	55853000	3	(1, 2)	1056785.63807	1516.6	16.8
269582.745407	158	204.0	55853000	3	(1, 3)	965000.826049	1516.6	16.8
269289.414862	158	204.0	55853000	3	(1,)	971607.0636	1516.6	16.8
227419.664247	158	204.0	55853000	4	(1, 2)	901024.380095	1516.6	16.8
320570.268292	158	204.0	55853000	4	(1, 4)	1236899.26601	1516.6	16.8
310759.577745	158	204.0	55853000	4	(1,)	1123000.26077	1516.6	16.8
174587.028289	159	205.0	42884600	1	(1, 2)	741965.996079	1532.3	15.7
237454.077462	159	205.0	42884600	1	(1, 2, 1)	982663.373166	1532.3	15.7
145650.7405	159	205.0	42884600	1	(1, 4)	602750.818704	1532.3	15.7
127003.636696	159	205.0	42884600	1	(1,)	492219.912715	1532.3	15.7
181668.598705	159	205.0	42884600	2	(1, 2)	767332.901389	1532.3	15.7
189390.778606	159	205.0	42884600	2	(1, 2, 1)	779125.544288	1532.3	15.7
203676.513094	159	205.0	42884600	2	(1, 3)	850184.855472	1532.3	15.7
295332.001576	159	205.0	42884600	2	(1, 4)	1214952.10063	1532.3	15.7
