Elapsed_time	Temp_cum	Temperature	Num_plante	Genotype	Num_talle	Num_cohorte	Num_rang	Sheath_sumtemp	Sheath_diameter	Sheath_length	Sheath_final_length	Sheath_surface	Sheath_PAR	Photosynthetic
143.0	713.7	8.5	2	Maxwell	(1,)	-1	5	247.8	0.4	4.9156	4.9156	3.0885625696	181.541671018	True
143.0	713.7	8.5	2	Maxwell	(1,)	-1	6	151.1	0.4	0.0	6.02264	0.0	0.0	True
143.0	713.7	8.5	2	Maxwell	(1,)	-1	7	49.8	0.4	0.0	7.12968	0.0	0.0	True
143.0	713.7	8.5	3	Maxwell	(1,)	-1	1	594.9	0.4	2.148	2.148	1.34962820398	38.8021060134	True
143.0	713.7	8.5	3	Maxwell	(1, 2, 1)	4	1	101.2	0.4	0.0	2.148	0.0	0.0	True
143.0	713.7	8.5	3	Maxwell	(1, 2)	2	1	299.7	0.4	2.148	2.148	1.34962820398	88.5929015655	True
143.0	713.7	8.5	3	Maxwell	(1, 2)	2	2	198.8	0.4	3.587152	3.587152	2.2538740741	218.780730486	True
143.0	713.7	8.5	3	Maxwell	(1, 2)	2	3	101.2	0.4	0.0	5.026304	0.0	0.0	True
143.0	713.7	8.5	3	Maxwell	(1,)	-1	2	495.3	0.4	2.70152	2.70152	1.69741507711	81.7283581354	True
143.0	713.7	8.5	3	Maxwell	(1, 3)	3	1	198.8	0.4	2.148	2.148	1.34962820398	101.261521027	True
143.0	713.7	8.5	3	Maxwell	(1, 3)	3	2	101.2	0.4	0.0	3.94694	0.0	0.0	True
143.0	713.7	8.5	3	Maxwell	(1,)	-1	3	396.3	0.4	3.25504	3.25504	2.04520195023	80.3360504082	True
143.0	713.7	8.5	3	Maxwell	(1, 4)	4	1	101.2	0.4	0.0	2.148	0.0	0.0	True
143.0	713.7	8.5	3	Maxwell	(1,)	-1	4	299.7	0.4	3.80856	3.80856	2.39298882335	141.071534196	True
143.0	713.7	8.5	3	Maxwell	(1,)	-1	5	198.8	0.4	4.9156	4.9156	3.0885625696	336.924369652	True
143.0	713.7	8.5	3	Maxwell	(1,)	-1	6	101.2	0.4	0.0	6.02264	0.0	0.0	True
143.0	713.7	8.5	4	Maxwell	(1,)	-1	1	657.7	0.4	2.148	2.148	1.34962820398	87.4146957275	False
143.0	713.7	8.5	4	Maxwell	(1, 2)	2	1	355.8	0.4	2.148	2.148	1.34962820398	136.387101041	True
143.0	713.7	8.5	4	Maxwell	(1, 2)	2	2	256.2	0.4	3.587152	3.587152	2.2538740741	271.863692189	True
143.0	713.7	8.5	4	Maxwell	(1, 2)	2	3	160.4	0.4	1.07887838384	5.026304	0.677879280957	0.0	True
143.0	713.7	8.5	4	Maxwell	(1, 2)	2	4	59.8	0.4	0.0	6.465456	0.0	0.0	True
143.0	713.7	8.5	4	Maxwell	(1,)	-1	2	558.2	0.4	2.70152	2.70152	1.69741507711	104.265233465	True
143.0	713.7	8.5	4	Maxwell	(1,)	-1	3	458.9	0.4	3.25504	3.25504	2.04520195023	100.537868194	True
143.0	713.7	8.5	4	Maxwell	(1, 4)	4	1	160.4	0.4	0.461060606061	2.148	0.289692922572	0.0	True
143.0	713.7	8.5	4	Maxwell	(1, 4)	4	2	59.8	0.4	0.0	4.54658666667	0.0	0.0	True
143.0	713.7	8.5	4	Maxwell	(1,)	-1	4	355.8	0.4	3.80856	3.80856	2.39298882335	159.836804166	True
143.0	713.7	8.5	4	Maxwell	(1,)	-1	5	256.2	0.4	4.9156	4.9156	3.0885625696	405.056273701	True
143.0	713.7	8.5	4	Maxwell	(1,)	-1	6	160.4	0.4	1.29273838384	6.02264	0.812251481936	0.0	True
143.0	713.7	8.5	4	Maxwell	(1,)	-1	7	59.8	0.4	0.0	7.12968	0.0	0.0	True
144.0	720.0	6.3	1	Maxwell	(1,)	-1	1	654.2	0.4	2.148	2.148	1.34962820398	82.2820959014	False
144.0	720.0	6.3	1	Maxwell	(1, 2, 1)	4	1	166.7	0.4	0.802787878788	2.148	0.504406500478	29.075494019	True
144.0	720.0	6.3	1	Maxwell	(1, 2, 1)	4	2	66.1	0.4	0.0	4.54658666667	0.0	0.0	True
144.0	720.0	6.3	1	Maxwell	(1, 2)	2	1	362.1	0.4	2.148	2.148	1.34962820398	268.95338281	True
144.0	720.0	6.3	1	Maxwell	(1, 2)	2	2	262.5	0.4	3.587152	3.587152	2.2538740741	645.922438639	True
144.0	720.0	6.3	1	Maxwell	(1, 2)	2	3	166.7	0.4	1.87851765657	5.026304	1.1803074539	100.840631094	True
144.0	720.0	6.3	1	Maxwell	(1, 2)	2	4	66.1	0.4	0.0	6.465456	0.0	0.0	True
144.0	720.0	6.3	1	Maxwell	(1,)	-1	2	564.5	0.4	2.70152	2.70152	1.69741507711	117.70130321	True
144.0	720.0	6.3	1	Maxwell	(1,)	-1	3	465.2	0.4	3.25504	3.25504	2.04520195023	206.919374054	True
144.0	720.0	6.3	1	Maxwell	(1, 4)	4	1	166.7	0.4	0.802787878788	2.148	0.504406500478	25.9429202569	True
144.0	720.0	6.3	1	Maxwell	(1, 4)	4	2	66.1	0.4	0.0	4.54658666667	0.0	0.0	True
144.0	720.0	6.3	1	Maxwell	(1,)	-1	4	362.1	0.4	3.80856	3.80856	2.39298882335	322.376329207	True
144.0	720.0	6.3	1	Maxwell	(1,)	-1	5	262.5	0.4	4.9156	4.9156	3.0885625696	500.665858029	True
144.0	720.0	6.3	1	Maxwell	(1,)	-1	6	166.7	0.4	2.25088565657	6.02264	1.41427316855	68.3621271648	True
144.0	720.0	6.3	1	Maxwell	(1,)	-1	7	66.1	0.4	0.0	7.12968	0.0	0.0	True
144.0	720.0	6.3	2	Maxwell	(1,)	-1	1	644.2	0.4	2.148	2.148	1.34962820398	68.7002292369	False
144.0	720.0	6.3	2	Maxwell	(1, 2, 1)	4	1	157.4	0.4	0.0	2.148	0.0	0.0	True
144.0	720.0	6.3	2	Maxwell	(1, 2, 1)	4	2	56.1	0.4	0.0	4.54658666667	0.0	0.0	True
144.0	720.0	6.3	2	Maxwell	(1, 2)	2	1	353.4	0.4	2.148	2.148	1.34962820398	194.269124538	True
144.0	720.0	6.3	2	Maxwell	(1, 2)	2	2	254.1	0.4	3.587152	3.587152	2.2538740741	439.327647315	True
144.0	720.0	6.3	2	Maxwell	(1, 2)	2	3	157.4	0.4	0.0	5.026304	0.0	0.0	True
144.0	720.0	6.3	2	Maxwell	(1, 2)	2	4	56.1	0.4	0.0	6.465456	0.0	0.0	True
144.0	720.0	6.3	2	Maxwell	(1,)	-1	2	543.7	0.4	2.70152	2.70152	1.69741507711	66.4644730199	True
144.0	720.0	6.3	2	Maxwell	(1, 3)	3	1	254.1	0.4	2.148	2.148	1.34962820398	431.281819427	True
144.0	720.0	6.3	2	Maxwell	(1, 3)	3	2	157.4	0.4	0.0	3.94694	0.0	0.0	True
144.0	720.0	6.3	2	Maxwell	(1, 3)	3	3	56.1	0.4	0.0	5.74588	0.0	0.0	True
144.0	720.0	6.3	2	Maxwell	(1,)	-1	3	453.4	0.4	3.25504	3.25504	2.04520195023	113.264017371	True
144.0	720.0	6.3	2	Maxwell	(1, 4)	4	1	157.4	0.4	0.0	2.148	0.0	0.0	True
144.0	720.0	6.3	2	Maxwell	(1, 4)	4	2	56.1	0.4	0.0	4.54658666667	0.0	0.0	True
144.0	720.0	6.3	2	Maxwell	(1,)	-1	4	353.4	0.4	3.80856	3.80856	2.39298882335	232.792203919	True
144.0	720.0	6.3	2	Maxwell	(1,)	-1	5	254.1	0.4	4.9156	4.9156	3.0885625696	366.370691394	True
144.0	720.0	6.3	2	Maxwell	(1,)	-1	6	157.4	0.4	0.0	6.02264	0.0	0.0	True
144.0	720.0	6.3	2	Maxwell	(1,)	-1	7	56.1	0.4	0.0	7.12968	0.0	0.0	True
144.0	720.0	6.3	3	Maxwell	(1,)	-1	1	601.2	0.4	2.148	2.148	1.34962820398	87.0916244995	True
144.0	720.0	6.3	3	Maxwell	(1, 2, 1)	4	1	107.5	0.4	0.0	2.148	0.0	0.0	True
144.0	720.0	6.3	3	Maxwell	(1, 2, 1)	4	2	6.3	0.4	0.0	4.54658666667	0.0	0.0	True
144.0	720.0	6.3	3	Maxwell	(1, 2)	2	1	306.0	0.4	2.148	2.148	1.34962820398	170.923572408	True
144.0	720.0	6.3	3	Maxwell	(1, 2)	2	2	205.1	0.4	3.587152	3.587152	2.2538740741	416.967688217	True
144.0	720.0	6.3	3	Maxwell	(1, 2)	2	3	107.5	0.4	0.0	5.026304	0.0	0.0	True
144.0	720.0	6.3	3	Maxwell	(1, 2)	2	4	6.3	0.4	0.0	6.465456	0.0	0.0	True
144.0	720.0	6.3	3	Maxwell	(1,)	-1	2	501.6	0.4	2.70152	2.70152	1.69741507711	180.241924475	True
144.0	720.0	6.3	3	Maxwell	(1, 3)	3	1	205.1	0.4	2.148	2.148	1.34962820398	221.146137323	True
144.0	720.0	6.3	3	Maxwell	(1, 3)	3	2	107.5	0.4	0.0	3.94694	0.0	0.0	True
144.0	720.0	6.3	3	Maxwell	(1, 3)	3	3	6.3	0.4	0.0	5.74588	0.0	0.0	True
144.0	720.0	6.3	3	Maxwell	(1,)	-1	3	402.6	0.4	3.25504	3.25504	2.04520195023	154.934458908	True
144.0	720.0	6.3	3	Maxwell	(1, 4)	4	1	107.5	0.4	0.0	2.148	0.0	0.0	True
144.0	720.0	6.3	3	Maxwell	(1, 4)	4	2	6.3	0.4	0.0	4.54658666667	0.0	0.0	True
144.0	720.0	6.3	3	Maxwell	(1,)	-1	4	306.0	0.4	3.80856	3.80856	2.39298882335	262.498394468	True
144.0	720.0	6.3	3	Maxwell	(1,)	-1	5	205.1	0.4	4.9156	4.9156	3.0885625696	648.266524937	True
144.0	720.0	6.3	3	Maxwell	(1,)	-1	6	107.5	0.4	0.0	6.02264	0.0	0.0	True
144.0	720.0	6.3	3	Maxwell	(1,)	-1	7	6.3	0.4	0.0	7.12968	0.0	0.0	True
144.0	720.0	6.3	4	Maxwell	(1,)	-1	1	664.0	0.4	2.148	2.148	1.34962820398	175.981547558	False
144.0	720.0	6.3	4	Maxwell	(1, 2)	2	1	362.1	0.4	2.148	2.148	1.34962820398	232.576452525	True
144.0	720.0	6.3	4	Maxwell	(1, 2)	2	2	262.5	0.4	3.587152	3.587152	2.2538740741	520.87684049	True
144.0	720.0	6.3	4	Maxwell	(1, 2)	2	3	166.7	0.4	1.87851765657	5.026304	1.1803074539	48.266003417	True
144.0	720.0	6.3	4	Maxwell	(1, 2)	2	4	66.1	0.4	0.0	6.465456	0.0	0.0	True
144.0	720.0	6.3	4	Maxwell	(1,)	-1	2	564.5	0.4	2.70152	2.70152	1.69741507711	203.626645029	True
144.0	720.0	6.3	4	Maxwell	(1,)	-1	3	465.2	0.4	3.25504	3.25504	2.04520195023	201.763222349	True
144.0	720.0	6.3	4	Maxwell	(1, 4)	4	1	166.7	0.4	0.802787878788	2.148	0.504406500478	36.5624559323	True
144.0	720.0	6.3	4	Maxwell	(1, 4)	4	2	66.1	0.4	0.0	4.54658666667	0.0	0.0	True
144.0	720.0	6.3	4	Maxwell	(1,)	-1	4	362.1	0.4	3.80856	3.80856	2.39298882335	312.045263761	True
144.0	720.0	6.3	4	Maxwell	(1,)	-1	5	262.5	0.4	4.9156	4.9156	3.0885625696	744.969610428	True
144.0	720.0	6.3	4	Maxwell	(1,)	-1	6	166.7	0.4	2.25088565657	6.02264	1.41427316855	58.9116515665	True
144.0	720.0	6.3	4	Maxwell	(1,)	-1	7	66.1	0.4	0.0	7.12968	0.0	0.0	True
145.0	726.7	6.7	1	Maxwell	(1,)	-1	1	660.9	0.4	2.148	2.148	1.34962820398	51.9142342288	False
145.0	726.7	6.7	1	Maxwell	(1, 2, 1)	4	1	173.4	0.4	1.16621212121	2.148	0.732752686505	31.4770169084	True
145.0	726.7	6.7	1	Maxwell	(1, 2, 1)	4	2	72.8	0.4	0.0	4.54658666667	0.0	0.0	True
145.0	726.7	6.7	1	Maxwell	(1, 2)	2	1	368.8	0.4	2.148	2.148	1.34962820398	136.00085308	True
145.0	726.7	6.7	1	Maxwell	(1, 2)	2	2	269.2	0.4	3.587152	3.587152	2.2538740741	377.804317117	True
145.0	726.7	6.7	1	Maxwell	(1, 2)	2	3	173.4	0.4	2.72892767677	5.026304	1.7146358283	120.823292358	True
145.0	726.7	6.7	1	Maxwell	(1, 2)	2	4	72.8	0.4	0.0	6.465456	0.0	0.0	True
145.0	726.7	6.7	1	Maxwell	(1,)	-1	2	571.2	0.4	2.70152	2.70152	1.69741507711	72.1287799876	True
145.0	726.7	6.7	1	Maxwell	(1,)	-1	3	471.9	0.4	3.25504	3.25504	2.04520195023	129.034410576	True
145.0	726.7	6.7	1	Maxwell	(1, 4)	4	1	173.4	0.4	1.16621212121	2.148	0.732752686505	27.8514484568	True
145.0	726.7	6.7	1	Maxwell	(1, 4)	4	2	72.8	0.4	0.0	4.54658666667	0.0	0.0	True
145.0	726.7	6.7	1	Maxwell	(1,)	-1	4	368.8	0.4	3.80856	3.80856	2.39298882335	172.111796675	True
145.0	726.7	6.7	1	Maxwell	(1,)	-1	5	269.2	0.4	4.9156	4.9156	3.0885625696	304.785424195	True
145.0	726.7	6.7	1	Maxwell	(1,)	-1	6	173.4	0.4	3.26986767677	6.02264	2.05451845431	74.9769411432	True
145.0	726.7	6.7	1	Maxwell	(1,)	-1	7	72.8	0.4	0.0	7.12968	0.0	0.0	True
145.0	726.7	6.7	2	Maxwell	(1,)	-1	1	650.9	0.4	2.148	2.148	1.34962820398	43.4287288768	False
145.0	726.7	6.7	2	Maxwell	(1, 2, 1)	4	1	164.1	0.4	0.363424242424	2.148	0.228346186027	0.0	True
145.0	726.7	6.7	2	Maxwell	(1, 2, 1)	4	2	62.8	0.4	0.0	4.54658666667	0.0	0.0	True
145.0	726.7	6.7	2	Maxwell	(1, 2)	2	1	360.1	0.4	2.148	2.148	1.34962820398	122.65631907	True
145.0	726.7	6.7	2	Maxwell	(1, 2)	2	2	260.8	0.4	3.587152	3.587152	2.2538740741	277.116246562	True
145.0	726.7	6.7	2	Maxwell	(1, 2)	2	3	164.1	0.4	0.850410020202	5.026304	0.534328374401	0.0	True
145.0	726.7	6.7	2	Maxwell	(1, 2)	2	4	62.8	0.4	0.0	6.465456	0.0	0.0	True
145.0	726.7	6.7	2	Maxwell	(1,)	-1	2	550.4	0.4	2.70152	2.70152	1.69741507711	41.9708805062	True
145.0	726.7	6.7	2	Maxwell	(1, 3)	3	1	260.8	0.4	2.148	2.148	1.34962820398	272.608247453	True
145.0	726.7	6.7	2	Maxwell	(1, 3)	3	2	164.1	0.4	0.667790353535	3.94694	0.419585053761	0.0	True
145.0	726.7	6.7	2	Maxwell	(1, 3)	3	3	62.8	0.4	0.0	5.74588	0.0	0.0	True
145.0	726.7	6.7	2	Maxwell	(1,)	-1	3	460.1	0.4	3.25504	3.25504	2.04520195023	71.4955655979	True
145.0	726.7	6.7	2	Maxwell	(1, 4)	4	1	164.1	0.4	0.363424242424	2.148	0.228346186027	0.0	True
145.0	726.7	6.7	2	Maxwell	(1, 4)	4	2	62.8	0.4	0.0	4.54658666667	0.0	0.0	True
145.0	726.7	6.7	2	Maxwell	(1,)	-1	4	360.1	0.4	3.80856	3.80856	2.39298882335	147.199726553	True
145.0	726.7	6.7	2	Maxwell	(1,)	-1	5	260.8	0.4	4.9156	4.9156	3.0885625696	229.668064436	True
145.0	726.7	6.7	2	Maxwell	(1,)	-1	6	164.1	0.4	1.0189820202	6.02264	0.640245285761	0.0	True
145.0	726.7	6.7	2	Maxwell	(1,)	-1	7	62.8	0.4	0.0	7.12968	0.0	0.0	True
145.0	726.7	6.7	3	Maxwell	(1,)	-1	1	607.9	0.4	2.148	2.148	1.34962820398	55.0517726262	True
145.0	726.7	6.7	3	Maxwell	(1, 2, 1)	4	1	114.2	0.4	0.0	2.148	0.0	0.0	True
145.0	726.7	6.7	3	Maxwell	(1, 2, 1)	4	2	13.0	0.4	0.0	4.54658666667	0.0	0.0	True
145.0	726.7	6.7	3	Maxwell	(1, 2)	2	1	312.7	0.4	2.148	2.148	1.34962820398	107.5779689	True
145.0	726.7	6.7	3	Maxwell	(1, 2)	2	2	211.8	0.4	3.587152	3.587152	2.2538740741	260.461198385	True
145.0	726.7	6.7	3	Maxwell	(1, 2)	2	3	114.2	0.4	0.0	5.026304	0.0	0.0	True
145.0	726.7	6.7	3	Maxwell	(1, 2)	2	4	13.0	0.4	0.0	6.465456	0.0	0.0	True
145.0	726.7	6.7	3	Maxwell	(1,)	-1	2	508.3	0.4	2.70152	2.70152	1.69741507711	113.331196665	True
145.0	726.7	6.7	3	Maxwell	(1, 3)	3	1	211.8	0.4	2.148	2.148	1.34962820398	138.421806455	True
145.0	726.7	6.7	3	Maxwell	(1, 3)	3	2	114.2	0.4	0.0	3.94694	0.0	0.0	True
145.0	726.7	6.7	3	Maxwell	(1, 3)	3	3	13.0	0.4	0.0	5.74588	0.0	0.0	True
145.0	726.7	6.7	3	Maxwell	(1,)	-1	3	409.3	0.4	3.25504	3.25504	2.04520195023	97.5353551639	True
145.0	726.7	6.7	3	Maxwell	(1, 4)	4	1	114.2	0.4	0.0	2.148	0.0	0.0	True
145.0	726.7	6.7	3	Maxwell	(1, 4)	4	2	13.0	0.4	0.0	4.54658666667	0.0	0.0	True
145.0	726.7	6.7	3	Maxwell	(1,)	-1	4	312.7	0.4	3.80856	3.80856	2.39298882335	165.184127682	True
145.0	726.7	6.7	3	Maxwell	(1,)	-1	5	211.8	0.4	4.9156	4.9156	3.0885625696	406.028576683	True
145.0	726.7	6.7	3	Maxwell	(1,)	-1	6	114.2	0.4	0.0	6.02264	0.0	0.0	True
145.0	726.7	6.7	3	Maxwell	(1,)	-1	7	13.0	0.4	0.0	7.12968	0.0	0.0	True
145.0	726.7	6.7	4	Maxwell	(1,)	-1	1	670.7	0.4	2.148	2.148	1.34962820398	107.205152241	False
145.0	726.7	6.7	4	Maxwell	(1, 2)	2	1	368.8	0.4	2.148	2.148	1.34962820398	131.92837702	True
145.0	726.7	6.7	4	Maxwell	(1, 2)	2	2	269.2	0.4	3.587152	3.587152	2.2538740741	316.580584676	True
145.0	726.7	6.7	4	Maxwell	(1, 2)	2	3	173.4	0.4	2.72892767677	5.026304	1.7146358283	57.0551825146	True
145.0	726.7	6.7	4	Maxwell	(1, 2)	2	4	72.8	0.4	0.0	6.465456	0.0	0.0	True
145.0	726.7	6.7	4	Maxwell	(1,)	-1	2	571.2	0.4	2.70152	2.70152	1.69741507711	125.657795488	True
145.0	726.7	6.7	4	Maxwell	(1,)	-1	3	471.9	0.4	3.25504	3.25504	2.04520195023	127.271481691	True
145.0	726.7	6.7	4	Maxwell	(1, 4)	4	1	173.4	0.4	1.16621212121	2.148	0.732752686505	40.0278458408	True
145.0	726.7	6.7	4	Maxwell	(1, 4)	4	2	72.8	0.4	0.0	4.54658666667	0.0	0.0	True
145.0	726.7	6.7	4	Maxwell	(1,)	-1	4	368.8	0.4	3.80856	3.80856	2.39298882335	195.294219387	True
145.0	726.7	6.7	4	Maxwell	(1,)	-1	5	269.2	0.4	4.9156	4.9156	3.0885625696	440.605863739	True
145.0	726.7	6.7	4	Maxwell	(1,)	-1	6	173.4	0.4	3.26986767677	6.02264	2.05451845431	63.0033125821	True
145.0	726.7	6.7	4	Maxwell	(1,)	-1	7	72.8	0.4	0.0	7.12968	0.0	0.0	True
146.0	734.6	7.9	1	Maxwell	(1,)	-1	1	668.8	0.4	2.148	2.148	1.34962820398	198.442243958	False
146.0	734.6	7.9	1	Maxwell	(1, 2, 1)	4	1	181.3	0.4	1.59472727273	2.148	1.0019966969	187.158183921	True
146.0	734.6	7.9	1	Maxwell	(1, 2, 1)	4	2	80.7	0.4	0.0	4.54658666667	0.0	0.0	True
146.0	734.6	7.9	1	Maxwell	(1, 2)	2	1	376.7	0.4	2.148	2.148	1.34962820398	488.693350687	True
146.0	734.6	7.9	1	Maxwell	(1, 2)	2	2	277.1	0.4	3.587152	3.587152	2.2538740741	1195.51603819	True
146.0	734.6	7.9	1	Maxwell	(1, 2)	2	3	181.3	0.4	3.73164993939	5.026304	2.34466480707	770.547446513	True
146.0	734.6	7.9	1	Maxwell	(1, 2)	2	4	80.7	0.4	0.0	6.465456	0.0	0.0	True
146.0	734.6	7.9	1	Maxwell	(1,)	-1	2	579.1	0.4	2.70152	2.70152	1.69741507711	284.862614513	True
146.0	734.6	7.9	1	Maxwell	(1,)	-1	3	479.8	0.4	3.25504	3.25504	2.04520195023	492.541476824	True
146.0	734.6	7.9	1	Maxwell	(1, 4)	4	1	181.3	0.4	1.59472727273	2.148	1.0019966969	157.341033597	True
146.0	734.6	7.9	1	Maxwell	(1, 4)	4	2	80.7	0.4	0.0	4.54658666667	0.0	0.0	True
146.0	734.6	7.9	1	Maxwell	(1,)	-1	4	376.7	0.4	3.80856	3.80856	2.39298882335	580.913536898	True
146.0	734.6	7.9	1	Maxwell	(1,)	-1	5	277.1	0.4	4.9156	4.9156	3.0885625696	1146.7072844	True
146.0	734.6	7.9	1	Maxwell	(1,)	-1	6	181.3	0.4	4.47135393939	6.02264	2.80943453752	387.222591661	True
146.0	734.6	7.9	1	Maxwell	(1,)	-1	7	80.7	0.4	0.0	7.12968	0.0	0.0	True
146.0	734.6	7.9	2	Maxwell	(1,)	-1	1	658.8	0.4	2.148	2.148	1.34962820398	125.043661354	False
146.0	734.6	7.9	2	Maxwell	(1, 2, 1)	4	1	172.0	0.4	0.791939393939	2.148	0.497590196418	25.5135838947	True
146.0	734.6	7.9	2	Maxwell	(1, 2, 1)	4	2	70.7	0.4	0.0	4.54658666667	0.0	0.0	True
146.0	734.6	7.9	2	Maxwell	(1, 2)	2	1	368.0	0.4	2.148	2.148	1.34962820398	439.150258779	True
146.0	734.6	7.9	2	Maxwell	(1, 2)	2	2	268.7	0.4	3.587152	3.587152	2.2538740741	1097.56943623	True
146.0	734.6	7.9	2	Maxwell	(1, 2)	2	3	172.0	0.4	1.85313228283	5.026304	1.16435735317	105.601441166	True
146.0	734.6	7.9	2	Maxwell	(1, 2)	2	4	70.7	0.4	0.0	6.465456	0.0	0.0	True
146.0	734.6	7.9	2	Maxwell	(1,)	-1	2	558.3	0.4	2.70152	2.70152	1.69741507711	162.32915	True
146.0	734.6	7.9	2	Maxwell	(1, 3)	3	1	268.7	0.4	2.148	2.148	1.34962820398	1005.55823364	True
146.0	734.6	7.9	2	Maxwell	(1, 3)	3	2	172.0	0.4	1.45518494949	3.94694	0.91431966939	121.469606998	True
146.0	734.6	7.9	2	Maxwell	(1, 3)	3	3	70.7	0.4	0.0	5.74588	0.0	0.0	True
146.0	734.6	7.9	2	Maxwell	(1,)	-1	3	468.0	0.4	3.25504	3.25504	2.04520195023	232.565715974	True
146.0	734.6	7.9	2	Maxwell	(1, 4)	4	1	172.0	0.4	0.791939393939	2.148	0.497590196418	30.7696202403	True
146.0	734.6	7.9	2	Maxwell	(1, 4)	4	2	70.7	0.4	0.0	4.54658666667	0.0	0.0	True
146.0	734.6	7.9	2	Maxwell	(1,)	-1	4	368.0	0.4	3.80856	3.80856	2.39298882335	546.264063172	True
146.0	734.6	7.9	2	Maxwell	(1,)	-1	5	268.7	0.4	4.9156	4.9156	3.0885625696	926.370364717	True
146.0	734.6	7.9	2	Maxwell	(1,)	-1	6	172.0	0.4	2.22046828283	6.02264	1.39516136897	42.3833257733	True
146.0	734.6	7.9	2	Maxwell	(1,)	-1	7	70.7	0.4	0.0	7.12968	0.0	0.0	True
146.0	734.6	7.9	3	Maxwell	(1,)	-1	1	615.8	0.4	2.148	2.148	1.34962820398	213.148303946	True
146.0	734.6	7.9	3	Maxwell	(1, 2, 1)	4	1	122.1	0.4	0.0	2.148	0.0	0.0	True
146.0	734.6	7.9	3	Maxwell	(1, 2, 1)	4	2	20.9	0.4	0.0	4.54658666667	0.0	0.0	True
146.0	734.6	7.9	3	Maxwell	(1, 2)	2	1	320.6	0.4	2.148	2.148	1.34962820398	422.666825324	True
146.0	734.6	7.9	3	Maxwell	(1, 2)	2	2	219.7	0.4	3.587152	3.587152	2.2538740741	1016.29270715	True
146.0	734.6	7.9	3	Maxwell	(1, 2)	2	3	122.1	0.4	0.0	5.026304	0.0	0.0	True
146.0	734.6	7.9	3	Maxwell	(1, 2)	2	4	20.9	0.4	0.0	6.465456	0.0	0.0	True
146.0	734.6	7.9	3	Maxwell	(1,)	-1	2	516.2	0.4	2.70152	2.70152	1.69741507711	444.94080459	True
146.0	734.6	7.9	3	Maxwell	(1, 3)	3	1	219.7	0.4	2.148	2.148	1.34962820398	541.626054798	True
146.0	734.6	7.9	3	Maxwell	(1, 3)	3	2	122.1	0.4	0.0	3.94694	0.0	0.0	True
146.0	734.6	7.9	3	Maxwell	(1, 3)	3	3	20.9	0.4	0.0	5.74588	0.0	0.0	True
146.0	734.6	7.9	3	Maxwell	(1,)	-1	3	417.2	0.4	3.25504	3.25504	2.04520195023	380.170718543	True
146.0	734.6	7.9	3	Maxwell	(1, 4)	4	1	122.1	0.4	0.0	2.148	0.0	0.0	True
146.0	734.6	7.9	3	Maxwell	(1, 4)	4	2	20.9	0.4	0.0	4.54658666667	0.0	0.0	True
146.0	734.6	7.9	3	Maxwell	(1,)	-1	4	320.6	0.4	3.80856	3.80856	2.39298882335	647.609185942	True
146.0	734.6	7.9	3	Maxwell	(1,)	-1	5	219.7	0.4	4.9156	4.9156	3.0885625696	1577.85589625	True
146.0	734.6	7.9	3	Maxwell	(1,)	-1	6	122.1	0.4	0.0	6.02264	0.0	0.0	True
146.0	734.6	7.9	3	Maxwell	(1,)	-1	7	20.9	0.4	0.0	7.12968	0.0	0.0	True
146.0	734.6	7.9	4	Maxwell	(1,)	-1	1	678.6	0.4	2.148	2.148	1.34962820398	417.310777556	False
146.0	734.6	7.9	4	Maxwell	(1, 2)	2	1	376.7	0.4	2.148	2.148	1.34962820398	492.631918738	True
146.0	734.6	7.9	4	Maxwell	(1, 2)	2	2	277.1	0.4	3.587152	3.587152	2.2538740741	1052.88961051	True
146.0	734.6	7.9	4	Maxwell	(1, 2)	2	3	181.3	0.4	3.73164993939	5.026304	2.34466480707	420.486990017	True
146.0	734.6	7.9	4	Maxwell	(1, 2)	2	4	80.7	0.4	0.0	6.465456	0.0	0.0	True
146.0	734.6	7.9	4	Maxwell	(1,)	-1	2	579.1	0.4	2.70152	2.70152	1.69741507711	484.129529702	True
146.0	734.6	7.9	4	Maxwell	(1,)	-1	3	479.8	0.4	3.25504	3.25504	2.04520195023	493.063806595	True
146.0	734.6	7.9	4	Maxwell	(1, 4)	4	1	181.3	0.4	1.59472727273	2.148	1.0019966969	222.343766432	True
146.0	734.6	7.9	4	Maxwell	(1, 4)	4	2	80.7	0.4	0.0	4.54658666667	0.0	0.0	True
146.0	734.6	7.9	4	Maxwell	(1,)	-1	4	376.7	0.4	3.80856	3.80856	2.39298882335	749.875468599	True
146.0	734.6	7.9	4	Maxwell	(1,)	-1	5	277.1	0.4	4.9156	4.9156	3.0885625696	1581.55294289	True
146.0	734.6	7.9	4	Maxwell	(1,)	-1	6	181.3	0.4	4.47135393939	6.02264	2.80943453752	378.769291627	True
146.0	734.6	7.9	4	Maxwell	(1,)	-1	7	80.7	0.4	0.0	7.12968	0.0	0.0	True
147.0	744.3	9.7	1	Maxwell	(1,)	-1	1	678.5	0.4	2.148	2.148	1.34962820398	242.089231242	False
147.0	744.3	9.7	1	Maxwell	(1, 2, 1)	4	1	191.0	0.4	2.12087878788	2.148	1.33258744383	326.47592534	True
147.0	744.3	9.7	1	Maxwell	(1, 2, 1)	4	2	90.4	0.4	0.0	4.54658666667	0.0	0.0	True
