Elapsed_time	Temperature	Temp_cum	Time_count	Sum_temp	Current_PAR	Num_plante	Genotype	Num_talle	Num_cohorte	Nb_phyto_emi	Nb_emerged_leaf	Transiflo_flag	STOP_init_flag	Transiflo_DOY	Ln_final
1.0	10.3	10.3	0.0	0.0	15978200	1	Maxwell	(1,)	-1	4	0	False	False	0	11
1.0	10.3	10.3	0.0	0.0	15978200	2	Maxwell	(1,)	-1	4	0	False	False	0	11
1.0	10.3	10.3	0.0	0.0	15978200	3	Maxwell	(1,)	-1	4	0	False	False	0	11
1.0	10.3	10.3	0.0	0.0	15978200	4	Maxwell	(1,)	-1	4	0	False	False	0	11
2.0	10.4	20.7	0.0	0.0	18584000	1	Maxwell	(1,)	-1	4	0	False	False	0	11
2.0	10.4	20.7	0.0	0.0	18584000	2	Maxwell	(1,)	-1	4	0	False	False	0	11
2.0	10.4	20.7	0.0	0.0	18584000	3	Maxwell	(1,)	-1	4	0	False	False	0	11
2.0	10.4	20.7	0.0	0.0	18584000	4	Maxwell	(1,)	-1	4	0	False	False	0	11
3.0	12.6	33.3	0.0	0.0	8787000	1	Maxwell	(1,)	-1	4	0	False	False	0	11
3.0	12.6	33.3	0.0	0.0	8787000	2	Maxwell	(1,)	-1	4	0	False	False	0	11
3.0	12.6	33.3	0.0	0.0	8787000	3	Maxwell	(1,)	-1	4	0	False	False	0	11
3.0	12.6	33.3	0.0	0.0	8787000	4	Maxwell	(1,)	-1	4	0	False	False	0	11
4.0	11.4	44.7	0.0	0.0	16038800	1	Maxwell	(1,)	-1	4	0	False	False	0	11
4.0	11.4	44.7	0.0	0.0	16038800	2	Maxwell	(1,)	-1	4	0	False	False	0	11
4.0	11.4	44.7	0.0	0.0	16038800	3	Maxwell	(1,)	-1	4	0	False	False	0	11
4.0	11.4	44.7	0.0	0.0	16038800	4	Maxwell	(1,)	-1	4	0	False	False	0	11
5.0	11.3	56.0	0.0	0.0	13776400	1	Maxwell	(1,)	-1	4	0	False	False	0	11
5.0	11.3	56.0	0.0	0.0	13776400	2	Maxwell	(1,)	-1	4	0	False	False	0	11
5.0	11.3	56.0	0.0	0.0	13776400	3	Maxwell	(1,)	-1	4	0	False	False	0	11
5.0	11.3	56.0	11.3	11.3	13776400	4	Maxwell	(1,)	-1	4	1	False	False	0	11
6.0	9.8	65.8	9.8	9.8	10867600	1	Maxwell	(1,)	-1	4	1	False	False	0	11
6.0	9.8	65.8	0.0	0.0	10867600	2	Maxwell	(1,)	-1	4	0	False	False	0	11
6.0	9.8	65.8	0.0	0.0	10867600	3	Maxwell	(1,)	-1	4	0	False	False	0	11
6.0	9.8	65.8	21.1	21.1	10867600	4	Maxwell	(1,)	-1	4	1	False	False	0	11
7.0	10.0	75.8	19.8	19.8	6868000	1	Maxwell	(1,)	-1	4	1	False	False	0	11
7.0	10.0	75.8	10.0	10.0	6868000	2	Maxwell	(1,)	-1	4	1	False	False	0	11
7.0	10.0	75.8	0.0	0.0	6868000	3	Maxwell	(1,)	-1	4	0	False	False	0	11
7.0	10.0	75.8	31.1	31.1	6868000	4	Maxwell	(1,)	-1	4	1	False	False	0	11
8.0	13.7	89.5	33.5	33.5	4686400	1	Maxwell	(1,)	-1	4	1	False	False	0	11
8.0	13.7	89.5	23.7	23.7	4686400	2	Maxwell	(1,)	-1	4	1	False	False	0	11
8.0	13.7	89.5	0.0	0.0	4686400	3	Maxwell	(1,)	-1	4	0	False	False	0	11
8.0	13.7	89.5	0.3	44.8	4686400	4	Maxwell	(1,)	-1	5	1	False	False	0	11
9.0	14.8	104.3	3.8	48.3	9211200	1	Maxwell	(1,)	-1	5	1	False	False	0	11
9.0	14.8	104.3	38.5	38.5	9211200	2	Maxwell	(1,)	-1	4	1	False	False	0	11
9.0	14.8	104.3	0.0	0.0	9211200	3	Maxwell	(1,)	-1	4	0	False	False	0	11
9.0	14.8	104.3	15.1	59.6	9211200	4	Maxwell	(1,)	-1	5	1	False	False	0	11
10.0	14.5	118.8	18.3	62.8	12362400	1	Maxwell	(1,)	-1	5	1	False	False	0	11
10.0	14.5	118.8	8.5	53.0	12362400	2	Maxwell	(1,)	-1	5	1	False	False	0	11
10.0	14.5	118.8	14.5	14.5	12362400	3	Maxwell	(1,)	-1	4	1	False	False	0	11
10.0	14.5	118.8	29.6	74.1	12362400	4	Maxwell	(1,)	-1	5	1	False	False	0	11
11.0	11.2	130.0	29.5	74.0	2888600	1	Maxwell	(1,)	-1	5	1	False	False	0	11
11.0	11.2	130.0	19.7	64.2	2888600	2	Maxwell	(1,)	-1	5	1	False	False	0	11
11.0	11.2	130.0	25.7	25.7	2888600	3	Maxwell	(1,)	-1	4	1	False	False	0	11
11.0	11.2	130.0	40.8	85.3	2888600	4	Maxwell	(1,)	-1	5	1	False	False	0	11
12.0	6.1	136.1	35.6	80.1	4403600	1	Maxwell	(1,)	-1	5	1	False	False	0	11
12.0	6.1	136.1	25.8	70.3	4403600	2	Maxwell	(1,)	-1	5	1	False	False	0	11
12.0	6.1	136.1	31.8	31.8	4403600	3	Maxwell	(1,)	-1	4	1	False	False	0	11
12.0	6.1	136.1	2.4	91.4	4403600	4	Maxwell	(1,)	-1	6	1	False	False	0	11
13.0	5.1	141.2	40.7	85.2	3535000	1	Maxwell	(1,)	-1	5	1	False	False	0	11
13.0	5.1	141.2	30.9	75.4	3535000	2	Maxwell	(1,)	-1	5	1	False	False	0	11
13.0	5.1	141.2	36.9	36.9	3535000	3	Maxwell	(1,)	-1	4	1	False	False	0	11
13.0	5.1	141.2	7.5	96.5	3535000	4	Maxwell	(1,)	-1	6	1	False	False	0	11
14.0	8.1	149.3	4.3	93.3	5878200	1	Maxwell	(1,)	-1	6	1	False	False	0	11
14.0	8.1	149.3	39.0	83.5	5878200	2	Maxwell	(1,)	-1	5	1	False	False	0	11
14.0	8.1	149.3	0.5	45.0	5878200	3	Maxwell	(1,)	-1	5	1	False	False	0	11
14.0	8.1	149.3	15.6	104.6	5878200	4	Maxwell	(1,)	-1	6	1	False	False	0	11
15.0	6.2	155.5	10.5	99.5	8484000	1	Maxwell	(1,)	-1	6	2	False	False	0	11
15.0	6.2	155.5	0.7	89.7	8484000	2	Maxwell	(1,)	-1	6	1	False	False	0	11
15.0	6.2	155.5	6.7	51.2	8484000	3	Maxwell	(1,)	-1	5	1	False	False	0	11
15.0	6.2	155.5	21.8	110.8	8484000	4	Maxwell	(1,)	-1	6	2	False	False	0	11
16.0	8.0	163.5	18.5	107.5	2484600	1	Maxwell	(1,)	-1	6	2	False	False	0	11
16.0	8.0	163.5	8.7	97.7	2484600	2	Maxwell	(1,)	-1	6	1	False	False	0	11
16.0	8.0	163.5	14.7	59.2	2484600	3	Maxwell	(1,)	-1	5	1	False	False	0	11
16.0	8.0	163.5	29.8	118.8	2484600	4	Maxwell	(1,)	-1	6	2	False	False	0	11
17.0	12.8	176.3	31.3	120.3	4161200	1	Maxwell	(1,)	-1	6	2	False	False	0	11
17.0	12.8	176.3	21.5	110.5	4161200	2	Maxwell	(1,)	-1	6	2	False	False	0	11
17.0	12.8	176.3	27.5	72.0	4161200	3	Maxwell	(1,)	-1	5	1	False	False	0	11
17.0	12.8	176.3	42.6	131.6	4161200	4	Maxwell	(1,)	-1	6	2	False	False	0	11
18.0	13.9	190.2	0.7	134.2	3232000	1	Maxwell	(1,)	-1	7	2	False	False	0	11
18.0	13.9	190.2	35.4	124.4	3232000	2	Maxwell	(1,)	-1	6	2	False	False	0	11
18.0	13.9	190.2	41.4	85.9	3232000	3	Maxwell	(1,)	-1	5	1	False	False	0	11
18.0	13.9	190.2	12.0	145.5	3232000	4	Maxwell	(1,)	-1	7	2	False	False	0	11
19.0	11.5	201.7	12.2	145.7	2706800	1	Maxwell	(1,)	-1	7	2	False	False	0	11
19.0	11.5	201.7	2.4	135.9	2706800	2	Maxwell	(1,)	-1	7	2	False	False	0	11
19.0	11.5	201.7	8.4	97.4	2706800	3	Maxwell	(1,)	-1	6	1	False	False	0	11
19.0	11.5	201.7	23.5	157.0	2706800	4	Maxwell	(1,)	-1	7	2	False	False	0	11
20.0	7.2	208.9	19.4	152.9	8342600	1	Maxwell	(1,)	-1	7	2	False	False	0	11
20.0	7.2	208.9	9.6	143.1	8342600	2	Maxwell	(1,)	-1	7	2	False	False	0	11
20.0	7.2	208.9	15.6	104.6	8342600	3	Maxwell	(1,)	-1	6	1	False	False	0	11
20.0	7.2	208.9	30.7	164.2	8342600	4	Maxwell	(1,)	-1	7	2	False	False	0	11
21.0	5.1	214.0	24.5	158.0	10403000	1	Maxwell	(1,)	-1	7	2	False	False	0	11
