Elapsed_time	Temp_cum	Temperature	Num_plante	Genotype	Num_talle	Num_cohorte	Num_rang	Sum_temp	Peduncle_length	Peduncle_final_length	Peduncle_surface	Peduncle_PAR	Photosynthetic
95.0	416.1	-1.3	1	Maxwell	(1, 3, 1, 1)	7	3	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 3, 1, 2, 1)	10	0	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 3, 1, 2)	8	2	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 3, 1, 4)	10	0	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 3, 1)	5	5	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 3, 2, 1, 1)	10	0	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 3, 2, 1)	8	2	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 3, 2, 3)	10	0	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 3, 2)	6	4	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 3, 3, 2)	10	0	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 3, 3)	7	3	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 3, 4, 1)	10	0	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 3, 4)	8	2	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 3, 6)	10	0	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 3)	3	7	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 4, 1, 1, 1)	10	0	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 4, 1, 1)	8	2	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 4, 1, 3)	10	0	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 4, 1)	6	4	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 4, 2, 2)	10	0	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 4, 2)	7	3	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 4, 3, 1)	10	0	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 4, 3)	8	2	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 4, 5)	10	0	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 4)	4	6	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 5, 1, 2)	10	0	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 5, 1)	7	3	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 5, 2, 1)	10	0	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 5, 2)	8	2	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 5, 4)	10	0	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 5)	5	5	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 6, 1, 1)	10	0	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 6, 1)	8	2	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 6, 3)	10	0	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 6)	6	4	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 7, 2)	10	0	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 7)	7	3	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 8, 1)	10	0	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 8)	8	2	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1, 10)	10	0	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	1	Maxwell	(1,)	-1	11	33.4	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 2, 1, 1, 1, 1)	10	0	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 2, 1, 1, 1)	8	2	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 2, 1, 1, 3)	10	0	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 2, 1, 1)	6	4	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 2, 1, 2, 2)	10	0	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 2, 1, 2)	7	3	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 2, 1, 3, 1)	10	0	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 2, 1, 3)	8	2	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 2, 1, 5)	10	0	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 2, 1)	4	6	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 2, 2, 1, 2)	10	0	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 2, 2, 1)	7	3	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 2, 2, 2, 1)	10	0	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 2, 2, 2)	8	2	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 2, 2, 4)	10	0	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 2, 2)	5	5	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 2, 3, 1, 1)	10	0	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 2, 3, 1)	8	2	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 2, 3, 3)	10	0	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 2, 3)	6	4	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 2, 4, 2)	10	0	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 2, 4)	7	3	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 2, 5, 1)	10	0	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 2, 5)	8	2	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 2, 7)	10	0	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 2)	2	8	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 3, 1, 1, 2)	10	0	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 3, 1, 1)	7	3	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 3, 1, 2, 1)	10	0	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 3, 1, 2)	8	2	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 3, 1, 4)	10	0	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 3, 1)	5	5	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 3, 2, 1, 1)	10	0	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 3, 2, 1)	8	2	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 3, 2, 3)	10	0	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 3, 2)	6	4	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 3, 3, 2)	10	0	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 3, 3)	7	3	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 3, 4, 1)	10	0	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 3, 4)	8	2	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 3, 6)	10	0	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 3)	3	7	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 4, 1, 1, 1)	10	0	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 4, 1, 1)	8	2	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 4, 1, 3)	10	0	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 4, 1)	6	4	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 4, 2, 2)	10	0	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 4, 2)	7	3	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 4, 3, 1)	10	0	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 4, 3)	8	2	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 4, 5)	10	0	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 4)	4	6	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 5, 1, 2)	10	0	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 5, 1)	7	3	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 5, 2, 1)	10	0	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 5, 2)	8	2	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 5, 4)	10	0	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 5)	5	5	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 6, 1, 1)	10	0	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 6, 1)	8	2	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 6, 3)	10	0	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 6)	6	4	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 7, 2)	10	0	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 7)	7	3	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 8, 1)	10	0	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 8)	8	2	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1, 10)	10	0	24.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	2	Maxwell	(1,)	-1	11	26.6	0	31.5844	0.0	0	True
95.0	416.1	-1.3	3	Maxwell	(1,)	-1	11	0.0	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 2, 1, 1, 1, 1)	10	0	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 2, 1, 1, 1)	8	2	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 2, 1, 1, 3)	10	0	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 2, 1, 1)	6	4	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 2, 1, 2, 2)	10	0	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 2, 1, 2)	7	3	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 2, 1, 3, 1)	10	0	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 2, 1, 3)	8	2	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 2, 1, 5)	10	0	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 2, 1)	4	6	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 2, 2, 1, 2)	10	0	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 2, 2, 1)	7	3	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 2, 2, 2, 1)	10	0	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 2, 2, 2)	8	2	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 2, 2, 4)	10	0	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 2, 2)	5	5	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 2, 3, 1, 1)	10	0	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 2, 3, 1)	8	2	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 2, 3, 3)	10	0	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 2, 3)	6	4	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 2, 4, 2)	10	0	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 2, 4)	7	3	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 2, 5, 1)	10	0	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 2, 5)	8	2	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 2, 7)	10	0	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 2)	2	8	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 3, 1, 1, 2)	10	0	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 3, 1, 1)	7	3	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 3, 1, 2, 1)	10	0	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 3, 1, 2)	8	2	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 3, 1, 4)	10	0	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 3, 1)	5	5	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 3, 2, 1, 1)	10	0	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 3, 2, 1)	8	2	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 3, 2, 3)	10	0	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 3, 2)	6	4	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 3, 3, 2)	10	0	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 3, 3)	7	3	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 3, 4, 1)	10	0	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 3, 4)	8	2	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 3, 6)	10	0	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 3)	3	7	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 4, 1, 1, 1)	10	0	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 4, 1, 1)	8	2	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 4, 1, 3)	10	0	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 4, 1)	6	4	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 4, 2, 2)	10	0	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 4, 2)	7	3	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 4, 3, 1)	10	0	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 4, 3)	8	2	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 4, 5)	10	0	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 4)	4	6	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 5, 1, 2)	10	0	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 5, 1)	7	3	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 5, 2, 1)	10	0	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 5, 2)	8	2	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 5, 4)	10	0	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 5)	5	5	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 6, 1, 1)	10	0	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 6, 1)	8	2	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 6, 3)	10	0	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 6)	6	4	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 7, 2)	10	0	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 7)	7	3	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 8, 1)	10	0	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 8)	8	2	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1, 10)	10	0	40.5	0	31.5844	0.0	0	True
95.0	416.1	-1.3	4	Maxwell	(1,)	-1	11	49.5	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 2, 1, 1, 1, 1)	10	0	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 2, 1, 1, 1)	8	2	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 2, 1, 1, 3)	10	0	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 2, 1, 1)	6	4	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 2, 1, 2, 2)	10	0	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 2, 1, 2)	7	3	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 2, 1, 3, 1)	10	0	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 2, 1, 3)	8	2	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 2, 1, 5)	10	0	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 2, 1)	4	6	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 2, 2, 1, 2)	10	0	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 2, 2, 1)	7	3	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 2, 2, 2, 1)	10	0	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 2, 2, 2)	8	2	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 2, 2, 4)	10	0	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 2, 2)	5	5	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 2, 3, 1, 1)	10	0	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 2, 3, 1)	8	2	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 2, 3, 3)	10	0	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 2, 3)	6	4	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 2, 4, 2)	10	0	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 2, 4)	7	3	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 2, 5, 1)	10	0	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 2, 5)	8	2	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 2, 7)	10	0	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 2)	2	8	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 3, 1, 1, 2)	10	0	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 3, 1, 1)	7	3	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 3, 1, 2, 1)	10	0	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 3, 1, 2)	8	2	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 3, 1, 4)	10	0	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 3, 1)	5	5	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 3, 2, 1, 1)	10	0	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 3, 2, 1)	8	2	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 3, 2, 3)	10	0	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 3, 2)	6	4	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 3, 3, 2)	10	0	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 3, 3)	7	3	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 3, 4, 1)	10	0	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 3, 4)	8	2	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 3, 6)	10	0	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 3)	3	7	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 4, 1, 1, 1)	10	0	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 4, 1, 1)	8	2	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 4, 1, 3)	10	0	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 4, 1)	6	4	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 4, 2, 2)	10	0	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 4, 2)	7	3	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 4, 3, 1)	10	0	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 4, 3)	8	2	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 4, 5)	10	0	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 4)	4	6	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 5, 1, 2)	10	0	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 5, 1)	7	3	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 5, 2, 1)	10	0	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 5, 2)	8	2	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 5, 4)	10	0	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 5)	5	5	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 6, 1, 1)	10	0	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 6, 1)	8	2	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 6, 3)	10	0	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 6)	6	4	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 7, 2)	10	0	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 7)	7	3	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 8, 1)	10	0	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 8)	8	2	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1, 10)	10	0	26.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	1	Maxwell	(1,)	-1	11	33.4	0	31.5844	0.0	0	True
96.0	416.1	-2.1	2	Maxwell	(1, 2, 1, 1, 1, 1)	10	0	24.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	2	Maxwell	(1, 2, 1, 1, 1)	8	2	24.6	0	31.5844	0.0	0	True
96.0	416.1	-2.1	2	Maxwell	(1, 2, 1, 1, 3)	10	0	24.6	0	31.5844	0.0	0	True
