X	Y	Num_plante	Genotype
-1.6197093058	-8.14362810911	1	Maxwell
-1.67070798536	-8.96845122378	2	Maxwell
-2.02943026841	7.61639758852	3	Maxwell
1.29152914283	7.68233780103	4	Maxwell
