Init_flag	Elapsed_time	Temp_cum	DOY	Genotype	Num_plante	Surface_plante	Surface_visible	Surface_sol	GAI_tot	GAI_center	GAI_ind	GAI_prox	Position	Weakest_axis	PAR_weakest_axis
False	23.0	224.9	342	0	2	2.92105542614	1.79269392351	184.331797235	0.0389887123727	0.0389887123727	0.0389014581401	0.0387670877802	center	No	1.0
False	23.0	224.9	342	0	3	1.71383607955	1.02467155234	184.331797235	0.0389887123727	0.0389887123727	0.0222353726859	0.0387670877802	center	No	1.0
False	23.0	224.9	342	0	4	3.37302369318	2.20936216255	184.331797235	0.0389887123727	0.0389887123727	0.0479431589273	0.0387670877802	center	No	1.0
False	24.0	230.7	343	0	1	3.46768727273	2.22791364162	184.331797235	0.0404705323373	0.0404705323373	0.0483457260231	0.040236816787	center	No	1.0
False	24.0	230.7	343	0	2	3.08587099432	1.90543303618	184.331797235	0.0404705323373	0.0404705323373	0.0413478968851	0.040236816787	center	No	1.0
False	24.0	230.7	343	0	3	1.87865164773	1.12171257412	184.331797235	0.0404705323373	0.0404705323373	0.0243411628583	0.040236816787	center	No	1.0
False	24.0	230.7	343	0	4	3.46768727273	2.20494670888	184.331797235	0.0404705323373	0.0404705323373	0.0478473435827	0.040236816787	center	No	1.0
False	25.0	237.4	344	0	1	3.57704002841	2.22250256085	184.331797235	0.0422526922109	0.0422526922109	0.0482283055705	0.0420176455052	center	No	1.0
False	25.0	237.4	344	0	2	3.23755684659	2.12957791813	184.331797235	0.0422526922109	0.0422526922109	0.0462118408234	0.0420176455052	center	No	1.0
False	25.0	237.4	344	0	3	2.06904204545	1.23650378784	184.331797235	0.0422526922109	0.0422526922109	0.0268321321961	0.0420176455052	center	No	1.0
False	25.0	237.4	344	0	4	3.57704002841	2.19993042643	184.331797235	0.0422526922109	0.0422526922109	0.0477384902535	0.0420176455052	center	No	1.0
False	26.0	242.4	345	0	1	3.6586465625	2.21852334449	184.331797235	0.0430222808089	0.0430222808089	0.0481419565754	0.0428009580986	center	No	1.0
False	26.0	242.4	345	0	2	3.31916338068	2.1915558362	184.331797235	0.0430222808089	0.0430222808089	0.0475567616454	0.0428009580986	center	No	1.0
False	26.0	242.4	345	0	3	2.21112443182	1.32404932631	184.331797235	0.0430222808089	0.0430222808089	0.0287318703808	0.0428009580986	center	No	1.0
False	26.0	242.4	345	0	4	3.6586465625	2.19624583567	184.331797235	0.0430222808089	0.0430222808089	0.0476585346341	0.0428009580986	center	No	1.0
False	27.0	246.0	346	0	1	3.71740326705	2.21568948231	184.331797235	0.0433260674075	0.0433260674075	0.0480804617662	0.0431212602222	center	No	1.0
False	27.0	246.0	346	0	2	3.37792008523	2.18898097821	184.331797235	0.0433260674075	0.0433260674075	0.0475008872271	0.0431212602222	center	No	1.0
False	27.0	246.0	346	0	3	2.31342375	1.3880773079	184.331797235	0.0433260674075	0.0433260674075	0.0301212775815	0.0431212602222	center	No	1.0
False	27.0	246.0	346	0	4	3.71740326705	2.19362410393	184.331797235	0.0433260674075	0.0433260674075	0.0476016430554	0.0431212602222	center	No	1.0
False	28.0	248.9	347	0	1	3.76473505682	2.21342562894	184.331797235	0.0435743804274	0.0435743804274	0.0480313361481	0.0433830223625	center	No	1.0
False	28.0	248.9	347	0	2	3.425251875	2.18692576711	184.331797235	0.0435743804274	0.0435743804274	0.0474562891462	0.0433830223625	center	No	1.0
False	28.0	248.9	347	0	3	2.39583153409	1.44026132812	184.331797235	0.0435743804274	0.0435743804274	0.0312536708203	0.0433830223625	center	No	1.0
False	28.0	248.9	347	0	4	3.76473505682	2.19153113342	184.331797235	0.0435743804274	0.0435743804274	0.0475562255952	0.0433830223625	center	No	1.0
False	29.0	253.0	348	0	1	3.83165241477	2.21025390668	184.331797235	0.0443244603965	0.0443244603965	0.0479625097749	0.0441656287144	center	No	1.0
False	29.0	253.0	348	0	2	3.49216923295	2.18404902183	184.331797235	0.0443244603965	0.0443244603965	0.0473938637738	0.0441656287144	center	No	1.0
False	29.0	253.0	348	0	3	2.51233909091	1.51496128334	184.331797235	0.0443244603965	0.0443244603965	0.0328746598486	0.0441656287144	center	No	1.0
False	29.0	253.0	348	0	4	3.83165241477	2.26114323451	184.331797235	0.0443244603965	0.0443244603965	0.049066808189	0.0441656287144	center	No	1.0
