CARIBU_state	Delta_prot_Maxwell	Dse_Maxwell_mean	Dse_Maxwell_sd	GAI_c_Maxwell	ID	L_B_max_Maxwell	Ln_final_Maxwell	PAR_t_Maxwell	P_CT_Maxwell	P_T_Maxwell	Phl_Maxwell	Pls_Maxwell	a_B_w_Maxwell	crop_ccptn	dGAIp	densite	dist_border_x	dist_border_y	expe_related	location	nb_plt_temp	nb_plt_utiles	nb_rang	nbj	rep	t_beg_reg_Maxwell
enabled	75	81	30	0.59	id-c6a06f16-1b27-41ee-98d7-5cae7342a65f	17.4	11.3	280000	0	0.88	99	44.5	0.099	classical	1	217	10	10	Mariem	Grignon	4	0	2	325	1	6.8
