Abs_int_PAR	Elapsed_time	Inc_PAR	Num_plante	Num_talle	Sum_PAR	Temp_cum
17055.486144	164.0	40076800	3	(1, 2, 1)	855014.800254	953.6
35363.369565	164.0	40076800	3	(1, 3)	1153519.94198	953.6
5108.20473122	164.0	40076800	3	(1, 4)	414429.245815	953.6
71611.4655084	164.0	40076800	3	(1,)	1686482.51284	953.6
87004.5638137	164.0	40076800	4	(1, 2)	1595162.43227	953.6
55501.6992903	164.0	40076800	4	(1, 4)	1718156.31613	953.6
117779.954736	164.0	40076800	4	(1,)	1845101.89865	953.6
81393.3593309	165.0	43834000	1	(1, 2)	1609034.28464	967.7
50932.1729038	165.0	43834000	1	(1, 2, 1)	1516168.5973	967.7
3758.87399741	165.0	43834000	1	(1, 4)	294716.665123	967.7
103122.168854	165.0	43834000	1	(1,)	1561864.49591	967.7
63644.4126337	165.0	43834000	2	(1, 2)	1132688.73953	967.7
5799.18957535	165.0	43834000	2	(1, 2, 1)	485404.464176	967.7
74859.9741153	165.0	43834000	2	(1, 3)	1618161.53583	967.7
63437.6634768	165.0	43834000	2	(1, 4)	1904529.74599	967.7
96291.2235363	165.0	43834000	2	(1,)	1464545.8165	967.7
56651.4910979	165.0	43834000	3	(1, 2)	1349462.16129	967.7
19075.0020325	165.0	43834000	3	(1, 2, 1)	851657.530584	967.7
38762.5724599	165.0	43834000	3	(1, 3)	1161438.50106	967.7
5702.60206866	165.0	43834000	3	(1, 4)	449527.86984	967.7
78815.9867334	165.0	43834000	3	(1,)	1569039.41168	967.7
88769.137281	165.0	43834000	4	(1, 2)	1741701.38548	967.7
62102.4890302	165.0	43834000	4	(1, 4)	1823617.79752	967.7
131206.486671	165.0	43834000	4	(1,)	1976576.87323	967.7
83162.3528718	166.0	44298600	1	(1, 2)	1398162.63816	984.0
55025.3003588	166.0	44298600	1	(1, 2, 1)	1376205.69673	984.0
3783.68160242	166.0	44298600	1	(1, 4)	256621.487488	984.0
106190.607227	166.0	44298600	1	(1,)	1374075.24203	984.0
59188.0635233	166.0	44298600	2	(1, 2)	1001045.35413	984.0
6283.24119712	166.0	44298600	2	(1, 2, 1)	454937.461318	984.0
74011.2692292	166.0	44298600	2	(1, 3)	1447342.64001	984.0
65963.7307611	166.0	44298600	2	(1, 4)	1665366.83325	984.0
97635.7027973	166.0	44298600	2	(1,)	1269082.89927	984.0
57044.8854866	166.0	44298600	3	(1, 2)	1020157.48233	984.0
19971.9404804	166.0	44298600	3	(1, 2, 1)	624737.100977	984.0
39902.3822564	166.0	44298600	3	(1, 3)	877807.408804	984.0
6344.91193945	166.0	44298600	3	(1, 4)	432653.939195	984.0
78624.7761764	166.0	44298600	3	(1,)	1192175.28249	984.0
91554.8846713	166.0	44298600	4	(1, 2)	1526279.06571	984.0
64357.1937597	166.0	44298600	4	(1, 4)	1584892.22049	984.0
135276.211041	166.0	44298600	4	(1,)	1739893.82084	984.0
75522.4963557	167.0	39612200	1	(1, 2)	1487294.00837	997.7
51563.296023	167.0	39612200	1	(1, 2, 1)	1259217.40748	997.7
3545.07029047	167.0	39612200	1	(1, 4)	286068.686969	997.7
96909.7195721	167.0	39612200	1	(1,)	1475083.72084	997.7
54446.9129148	167.0	39612200	2	(1, 2)	1079032.08478	997.7
6260.38738008	167.0	39612200	2	(1, 2, 1)	539307.193208	997.7
67491.7224331	167.0	39612200	2	(1, 3)	1541308.06892	997.7
60807.0135217	167.0	39612200	2	(1, 4)	1497649.9907	997.7
87279.6376198	167.0	39612200	2	(1,)	1334828.53674	997.7
53521.2381692	167.0	39612200	3	(1, 2)	1031818.99136	997.7
21771.6975152	167.0	39612200	3	(1, 2, 1)	721830.033455	997.7
37917.6637396	167.0	39612200	3	(1, 3)	887575.923136	997.7
5711.13469036	167.0	39612200	3	(1, 4)	463345.023743	997.7
72731.5288905	167.0	39612200	3	(1,)	1199174.06187	997.7
82055.3508042	167.0	39612200	4	(1, 2)	1417151.49014	997.7
57951.0394728	167.0	39612200	4	(1, 4)	1348101.39296	997.7
121840.900922	167.0	39612200	4	(1,)	1842400.61395	997.7
71559.9777735	168.0	37248800	1	(1, 2)	2195972.11238	1006.4
49729.5702088	168.0	37248800	1	(1, 2, 1)	1838129.16839	1006.4
3402.20672988	168.0	37248800	1	(1, 4)	432322.14866	1006.4
92156.3503133	168.0	37248800	1	(1,)	2192057.13169	1006.4
52331.5415003	168.0	37248800	2	(1, 2)	1616414.6102	1006.4
5899.77414056	168.0	37248800	2	(1, 2, 1)	800334.809021	1006.4
64299.3015772	168.0	37248800	2	(1, 3)	1983136.91214	1006.4
58036.3739796	168.0	37248800	2	(1, 4)	2163846.922	1006.4
81977.4918709	168.0	37248800	2	(1,)	1959519.82064	1006.4
52680.7511277	168.0	37248800	3	(1, 2)	1547244.83665	1006.4
23259.0908084	168.0	37248800	3	(1, 2, 1)	1170436.45622	1006.4
36848.1281201	168.0	37248800	3	(1, 3)	1320635.49489	1006.4
5350.31293969	168.0	37248800	3	(1, 4)	683537.899805	1006.4
70203.025145	168.0	37248800	3	(1,)	1756579.54068	1006.4
74344.2347682	168.0	37248800	4	(1, 2)	1849005.12367	1006.4
51374.6755124	168.0	37248800	4	(1, 4)	1663710.64185	1006.4
114037.10392	168.0	37248800	4	(1,)	2311464.39624	1006.4
56668.3319972	169.0	29552600	1	(1, 2)	1669919.31391	1014.3
39819.1328778	169.0	29552600	1	(1, 2, 1)	1566644.86011	1014.3
2676.28145826	169.0	29552600	1	(1, 4)	374516.307669	1014.3
73409.7426656	169.0	29552600	1	(1,)	1737903.52809	1014.3
42062.5604776	169.0	29552600	2	(1, 2)	1246023.81348	1014.3
4696.152158	169.0	29552600	2	(1, 2, 1)	701569.40475	1014.3
51426.8816602	169.0	29552600	2	(1, 3)	1701219.0141	1014.3
46866.2315025	169.0	29552600	2	(1, 4)	1858561.54677	1014.3
64856.4373986	169.0	29552600	2	(1,)	1541639.4096	1014.3
60821.5700977	169.0	29552600	3	(1, 2)	1951288.23367	1014.3
30838.1302775	169.0	29552600	3	(1, 2, 1)	1684621.76866	1014.3
49105.2017318	169.0	29552600	3	(1, 3)	1918785.05386	1014.3
4131.49464529	169.0	29552600	3	(1, 4)	581276.506772	1014.3
72762.9100825	169.0	29552600	3	(1,)	1991279.11738	1014.3
56952.6523945	169.0	29552600	4	(1, 2)	1470833.17601	1014.3
41919.3919791	169.0	29552600	4	(1, 4)	1385093.38794	1014.3
84893.9410067	169.0	29552600	4	(1,)	1806032.11337	1014.3
70164.525156	170.0	37107400	1	(1, 2)	1432712.35839	1024.7
48702.39369	170.0	37107400	1	(1, 2, 1)	1286113.39736	1024.7
3446.5839022	170.0	37107400	1	(1, 4)	366371.392413	1024.7
91953.763209	170.0	37107400	1	(1,)	1535858.08021	1024.7
50662.5479978	170.0	37107400	2	(1, 2)	1039724.82719	1024.7
5919.00041672	170.0	37107400	2	(1, 2, 1)	671692.662273	1024.7
62078.3800369	170.0	37107400	2	(1, 3)	1407029.38792	1024.7
57000.4816964	170.0	37107400	2	(1, 4)	1516563.82928	1024.7
80600.9920424	170.0	37107400	2	(1,)	1351560.50323	1024.7
76505.4527774	170.0	37107400	3	(1, 2)	1848611.56044	1024.7
38501.6589334	170.0	37107400	3	(1, 2, 1)	1572302.53351	1024.7
61930.5594077	170.0	37107400	3	(1, 3)	1818509.31746	1024.7
5247.36330695	170.0	37107400	3	(1, 4)	560803.173366	1024.7
90953.20971	170.0	37107400	3	(1,)	1877510.13802	1024.7
74164.6646142	170.0	37107400	4	(1, 2)	1353000.91819	1024.7
57245.002709	170.0	37107400	4	(1, 4)	1309666.18212	1024.7
108789.990687	170.0	37107400	4	(1,)	1655532.4487	1024.7
44545.5937442	171.0	23149200	1	(1, 2)	817938.416103	1035.4
32234.8085636	171.0	23149200	1	(1, 2, 1)	748446.683104	1035.4
2150.25778297	171.0	23149200	1	(1, 4)	222163.541424	1035.4
53221.0753107	171.0	23149200	1	(1,)	912470.467367	1035.4
33923.5708351	171.0	23149200	2	(1, 2)	625968.187733	1035.4
3712.83691619	171.0	23149200	2	(1, 2, 1)	409522.406496	1035.4
41343.9535229	171.0	23149200	2	(1, 3)	835843.909753	1035.4
38086.3034458	171.0	23149200	2	(1, 4)	890733.932851	1035.4
50378.2275567	171.0	23149200	2	(1,)	770203.038367	1035.4
43015.4680094	171.0	23149200	3	(1, 2)	1116667.14687	1035.4
24089.1236559	171.0	23149200	3	(1, 2, 1)	939046.031392	1035.4
37022.089478	171.0	23149200	3	(1, 3)	1113263.68378	1035.4
3294.92376066	171.0	23149200	3	(1, 4)	342266.394666	1035.4
56580.1605278	171.0	23149200	3	(1,)	1126431.33231	1035.4
47815.0644773	171.0	23149200	4	(1, 2)	804060.036785	1035.4
39335.3022926	171.0	23149200	4	(1, 4)	835605.539628	1035.4
63970.7187217	171.0	23149200	4	(1,)	1004684.25521	1035.4
72012.8194837	172.0	35653000	1	(1, 2)	1255087.71905	1045.9
54154.4244306	172.0	35653000	1	(1, 2, 1)	1185540.53273	1045.9
3386.24384474	172.0	35653000	1	(1, 4)	356529.088334	1045.9
84872.1644182	172.0	35653000	1	(1,)	1387725.11457	1045.9
56831.136563	172.0	35653000	2	(1, 2)	995264.422021	1045.9
6018.55231921	172.0	35653000	2	(1, 2, 1)	676485.222171	1045.9
68529.9342621	172.0	35653000	2	(1, 3)	1306061.26449	1045.9
63072.1074972	172.0	35653000	2	(1, 4)	1389978.76117	1045.9
71067.7520953	172.0	35653000	2	(1,)	1166992.01163	1045.9
64789.8490932	172.0	35653000	3	(1, 2)	1694975.49881	1045.9
38900.046728	172.0	35653000	3	(1, 2, 1)	1515917.47811	1045.9
58287.6886878	172.0	35653000	3	(1, 3)	1761996.37524	1045.9
5794.87346633	172.0	35653000	3	(1, 4)	613419.144531	1045.9
88706.990004	172.0	35653000	3	(1,)	1785079.9138	1045.9
74788.8109676	172.0	35653000	4	(1, 2)	1264720.45403	1045.9
64412.6718085	172.0	35653000	4	(1, 4)	1371030.9664	1045.9
100015.313188	172.0	35653000	4	(1,)	1581062.74778	1045.9
91913.5954405	173.0	43389600	1	(1, 2)	1414062.3753	1057.4
71008.1501661	173.0	43389600	1	(1, 2, 1)	1373664.42495	1057.4
4115.03837858	173.0	43389600	1	(1, 4)	395587.070689	1057.4
105964.25418	173.0	43389600	1	(1,)	1524361.08964	1057.4
73449.3821251	173.0	43389600	2	(1, 2)	1134626.76799	1057.4
7362.90105701	173.0	43389600	2	(1, 2, 1)	755625.658776	1057.4
86775.9168894	173.0	43389600	2	(1, 3)	1464067.1588	1057.4
81793.5185943	173.0	43389600	2	(1, 4)	1590588.65609	1057.4
89419.165341	173.0	43389600	2	(1,)	1291232.88278	1057.4
70578.0418671	173.0	43389600	3	(1, 2)	1664043.93154	1057.4
42038.2480751	173.0	43389600	3	(1, 2, 1)	1462345.359	1057.4
63553.0627577	173.0	43389600	3	(1, 3)	1726367.93045	1057.4
7070.30564506	173.0	43389600	3	(1, 4)	683349.712143	1057.4
98744.4916928	173.0	43389600	3	(1,)	1797145.50592	1057.4
140617.245352	173.0	43389600	4	(1, 2)	2149348.98613	1057.4
130697.82675	173.0	43389600	4	(1, 4)	2507810.30184	1057.4
164081.693357	173.0	43389600	4	(1,)	2346126.37678	1057.4
136914.878643	174.0	45126800	1	(1, 2)	1746656.75711	1071.1
109300.52415	174.0	45126800	1	(1, 2, 1)	1747440.55361	1071.1
4293.05896198	174.0	45126800	1	(1, 4)	346427.472436	1071.1
145609.836213	174.0	45126800	1	(1,)	1738443.6872	1071.1
103765.878739	174.0	45126800	2	(1, 2)	1329505.51914	1071.1
7648.02989252	174.0	45126800	2	(1, 2, 1)	658847.014489	1071.1
132487.250691	174.0	45126800	2	(1, 3)	1851888.38998	1071.1
111975.883676	174.0	45126800	2	(1, 4)	1800376.14847	1071.1
93379.5902537	174.0	45126800	2	(1,)	1119307.58609	1071.1
75042.2580007	174.0	45126800	3	(1, 2)	1298011.45655	1071.1
45444.2495475	174.0	45126800	3	(1, 2, 1)	1059723.78188	1071.1
66001.4493827	174.0	45126800	3	(1, 3)	1277863.26889	1071.1
7170.10391046	174.0	45126800	3	(1, 4)	581711.366787	1071.1
102403.815964	174.0	45126800	3	(1,)	1545699.58856	1071.1
147021.315291	174.0	45126800	4	(1, 2)	1863454.75237	1071.1
136504.714637	174.0	45126800	4	(1, 4)	2164662.39795	1071.1
172065.651303	174.0	45126800	4	(1,)	2041870.24642	1071.1
144589.360391	175.0	46298400	1	(1, 2)	1454995.11855	1088.2
115295.304578	175.0	46298400	1	(1, 2, 1)	1447550.54378	1088.2
4431.84155141	175.0	46298400	1	(1, 4)	286519.479599	1088.2
151770.488048	175.0	46298400	1	(1,)	1430924.01995	1088.2
110481.689898	175.0	46298400	2	(1, 2)	1116908.98021	1088.2
7854.71735192	175.0	46298400	2	(1, 2, 1)	542113.252455	1088.2
139870.625952	175.0	46298400	2	(1, 3)	1540318.35106	1088.2
118036.707876	175.0	46298400	2	(1, 4)	1491169.75802	1088.2
96322.68097	175.0	46298400	2	(1,)	911978.295498	1088.2
78597.8292472	175.0	46298400	3	(1, 2)	931939.156393	1088.2
48678.5980149	175.0	46298400	3	(1, 2, 1)	736532.009133	1088.2
68794.3699084	175.0	46298400	3	(1, 3)	895890.988227	1088.2
7364.00242385	175.0	46298400	3	(1, 4)	478652.663653	1088.2
93012.1651086	175.0	46298400	3	(1,)	1027447.51616	1088.2
153119.7584	175.0	46298400	4	(1, 2)	1530883.03818	1088.2
143337.734294	175.0	46298400	4	(1, 4)	1785082.55022	1088.2
179467.444677	175.0	46298400	4	(1,)	1681827.9915	1088.2
139668.980411	176.0	47025600	1	(1, 2)	1637969.70029	1104.8
117405.074388	176.0	47025600	1	(1, 2, 1)	1556291.00808	1104.8
367.721585888	176.0	47025600	1	(1, 4)	36089.0981566	1104.8
156108.519942	176.0	47025600	1	(1,)	1494892.39013	1104.8
116454.133542	176.0	47025600	2	(1, 2)	1194529.43152	1104.8
8056.54209881	176.0	47025600	2	(1, 2, 1)	572790.973655	1104.8
146983.535865	176.0	47025600	2	(1, 3)	1639846.21039	1104.8
123236.792324	176.0	47025600	2	(1, 4)	1572860.68559	1104.8
98834.2526847	176.0	47025600	2	(1,)	950510.406902	1104.8
88559.865968	176.0	47025600	3	(1, 2)	966648.274979	1104.8
58697.1832217	176.0	47025600	3	(1, 2, 1)	811051.811163	1104.8
76751.9060045	176.0	47025600	3	(1, 3)	916787.108594	1104.8
7618.49311508	176.0	47025600	3	(1, 4)	510109.790555	1104.8
99602.519849	176.0	47025600	3	(1,)	1019723.71187	1104.8
136099.411038	176.0	47025600	4	(1, 2)	1584295.481	1104.8
140948.283299	176.0	47025600	4	(1, 4)	1852660.09042	1104.8
183664.083301	176.0	47025600	4	(1,)	1748145.21621	1104.8
145828.534779	177.0	48257800	1	(1, 2)	1492458.29669	1121.0
121778.339228	177.0	48257800	1	(1, 2, 1)	1346877.11331	1121.0
347.82489948	177.0	48257800	1	(1, 4)	34979.262354	1121.0
157177.132187	177.0	48257800	1	(1,)	1359045.1291	1121.0
113010.329639	177.0	48257800	2	(1, 2)	1343175.82922	1121.0
4066.97458219	177.0	48257800	2	(1, 2, 1)	451060.246385	1121.0
149520.650297	177.0	48257800	2	(1, 3)	1842918.60086	1121.0
125990.865021	177.0	48257800	2	(1, 4)	1689860.46101	1121.0
105592.247131	177.0	48257800	2	(1,)	1026875.1918	1121.0
94112.3359423	177.0	48257800	3	(1, 2)	1025527.75781	1121.0
65289.3919252	177.0	48257800	3	(1, 2, 1)	894050.107276	1121.0
81816.8862066	177.0	48257800	3	(1, 3)	973123.779529	1121.0
8029.05924682	177.0	48257800	3	(1, 4)	550874.051489	1121.0
105627.329016	177.0	48257800	3	(1,)	1076427.67748	1121.0
137761.832801	177.0	48257800	4	(1, 2)	1400888.99479	1121.0
146026.603766	177.0	48257800	4	(1, 4)	1603822.18194	1121.0
189263.7713	177.0	48257800	4	(1,)	1627663.97931	1121.0
152120.671869	178.0	47369000	1	(1, 2)	1299537.33886	1138.1
127356.861862	178.0	47369000	1	(1, 2, 1)	1151765.54875	1138.1
365.674259388	178.0	47369000	1	(1, 4)	34838.806861	1138.1
160895.858729	178.0	47369000	1	(1,)	1189814.72498	1138.1
111138.496749	178.0	47369000	2	(1, 2)	1060259.18336	1138.1
4161.5924425	178.0	47369000	2	(1, 2, 1)	437261.806775	1138.1
146809.6331	178.0	47369000	2	(1, 3)	1431147.43299	1138.1
125138.8888	178.0	47369000	2	(1, 4)	1286726.70025	1138.1
101180.083389	178.0	47369000	2	(1,)	817829.211451	1138.1
137233.81473	178.0	47369000	3	(1, 2)	1395155.98716	1138.1
108966.601435	178.0	47369000	3	(1, 2, 1)	1386187.50961	1138.1
116613.676445	178.0	47369000	3	(1, 3)	1292043.74242	1138.1
7869.92579378	178.0	47369000	3	(1, 4)	511537.167851	1138.1
146636.063803	178.0	47369000	3	(1,)	1395670.48349	1138.1
131127.542291	178.0	47369000	4	(1, 2)	1113797.62703	1138.1
141694.794526	178.0	47369000	4	(1, 4)	1273811.16352	1138.1
181377.052966	178.0	47369000	4	(1,)	1334657.25032	1138.1
173469.717864	179.0	46985200	1	(1, 2)	1337404.68648	1156.3
175737.873432	179.0	46985200	1	(1, 2, 1)	1433581.76868	1156.3
401.592871522	179.0	46985200	1	(1, 4)	35948.4028849	1156.3
190035.320578	179.0	46985200	1	(1,)	1271332.25714	1156.3
114533.03094	179.0	46985200	2	(1, 2)	890729.360684	1156.3
3949.00294187	179.0	46985200	2	(1, 2, 1)	389846.983788	1156.3
143621.79733	179.0	46985200	2	(1, 3)	1135694.89525	1156.3
137358.172899	179.0	46985200	2	(1, 4)	1133442.88348	1156.3
104091.208528	179.0	46985200	2	(1,)	701528.126719	1156.3
131066.253136	179.0	46985200	3	(1, 2)	1231219.51701	1156.3
100039.314953	179.0	46985200	3	(1, 2, 1)	1170277.50786	1156.3
117080.126912	179.0	46985200	3	(1, 3)	1196613.73292	1156.3
7827.5983161	179.0	46985200	3	(1, 4)	478035.127218	1156.3
142349.037357	179.0	46985200	3	(1,)	1253466.51565	1156.3
179973.952217	179.0	46985200	4	(1, 2)	1380450.8163	1156.3
203662.083733	179.0	46985200	4	(1, 4)	1652385.45419	1156.3
217795.845791	179.0	46985200	4	(1,)	1450575.15911	1156.3
154712.113016	180.0	40622200	1	(1, 2)	1229567.64935	1173.6
156585.356718	180.0	40622200	1	(1, 2, 1)	1315195.9378	1173.6
264.201528841	180.0	40622200	1	(1, 4)	24880.2200049	1173.6
161620.707355	180.0	40622200	1	(1,)	1117555.12338	1173.6
121824.139641	180.0	40622200	2	(1, 2)	967813.783206	1173.6
3460.45388766	180.0	40622200	2	(1, 2, 1)	359389.241774	1173.6
161435.571893	180.0	40622200	2	(1, 3)	1302438.048	1173.6
168052.478813	180.0	40622200	2	(1, 4)	1410928.26175	1173.6
116504.937836	180.0	40622200	2	(1,)	805320.336668	1173.6
101933.093464	180.0	40622200	3	(1, 2)	975520.161388	1173.6
87234.0048304	180.0	40622200	3	(1, 2, 1)	900723.634139	1173.6
93522.8547133	180.0	40622200	3	(1, 3)	914829.703474	1173.6
836.090631101	180.0	40622200	3	(1, 4)	79363.3623546	1173.6
123985.931713	180.0	40622200	3	(1,)	1003095.29019	1173.6
159335.476078	180.0	40622200	4	(1, 2)	1259962.96316	1173.6
179259.923587	180.0	40622200	4	(1, 4)	1497669.38976	1173.6
193806.492182	180.0	40622200	4	(1,)	1334260.09377	1173.6
186943.385923	181.0	47126600	1	(1, 2)	1491544.02245	1190.5
186436.982809	181.0	47126600	1	(1, 2, 1)	1570338.07966	1190.5
351.06143592	181.0	47126600	1	(1, 4)	33842.4201819	1190.5
190007.893075	181.0	47126600	1	(1,)	1322305.37126	1190.5
148320.26797	181.0	47126600	2	(1, 2)	1182932.83126	1190.5
4050.54026718	181.0	47126600	2	(1, 2, 1)	430630.076027	1190.5
186886.264104	181.0	47126600	2	(1, 3)	1513234.23607	1190.5
207872.878937	181.0	47126600	2	(1, 4)	1750182.25309	1190.5
140898.972219	181.0	47126600	2	(1,)	980218.31333	1190.5
124652.429702	181.0	47126600	3	(1, 2)	1077732.82575	1190.5
111791.248943	181.0	47126600	3	(1, 2, 1)	1027018.23213	1190.5
116638.674318	181.0	47126600	3	(1, 3)	1025403.54549	1190.5
1080.96348569	181.0	47126600	3	(1, 4)	105035.746095	1190.5
150137.326474	181.0	47126600	3	(1,)	1123938.54063	1190.5
185291.466511	181.0	47126600	4	(1, 2)	1471094.56148	1190.5
211816.874875	181.0	47126600	4	(1, 4)	1774851.1951	1190.5
229808.650708	181.0	47126600	4	(1,)	1592423.66027	1190.5
201264.134543	182.0	48944600	1	(1, 2)	1778743.08596	1205.5
198406.068695	182.0	48944600	1	(1, 2, 1)	1849395.94799	1205.5
375.839925673	182.0	48944600	1	(1, 4)	40820.3428033	1205.5
182625.787953	182.0	48944600	1	(1,)	1588439.9579	1205.5
159031.901505	182.0	48944600	2	(1, 2)	1404971.45268	1205.5
4240.04308074	182.0	48944600	2	(1, 2, 1)	507875.33216	1205.5
200776.275128	182.0	48944600	2	(1, 3)	1800335.48411	1205.5
223514.541582	182.0	48944600	2	(1, 4)	2082611.20283	1205.5
151466.816356	182.0	48944600	2	(1,)	1169743.76495	1205.5
133221.425737	182.0	48944600	3	(1, 2)	1258006.14293	1205.5
123233.472768	182.0	48944600	3	(1, 2, 1)	1231528.33518	1205.5
125350.772731	182.0	48944600	3	(1, 3)	1202519.56053	1205.5
1070.86605406	182.0	48944600	3	(1, 4)	117234.840826	1205.5
160050.912307	182.0	48944600	3	(1,)	1309917.77981	1205.5
193306.811661	182.0	48944600	4	(1, 2)	1681502.68959	1205.5
222043.95211	182.0	48944600	4	(1, 4)	2034430.91711	1205.5
216019.421939	182.0	48944600	4	(1,)	1850574.19223	1205.5
175109.956804	183.0	42379600	1	(1, 2)	1823257.20926	1218.0
173888.080379	183.0	42379600	1	(1, 2, 1)	1908662.36208	1218.0
328.11051611	183.0	42379600	1	(1, 4)	42763.6858037	1218.0
157316.707115	183.0	42379600	1	(1,)	1612708.84578	1218.0
141913.317076	183.0	42379600	2	(1, 2)	1474281.22221	1218.0
3726.85677868	183.0	42379600	2	(1, 2, 1)	535686.620634	1218.0
178861.307815	183.0	42379600	2	(1, 3)	1885430.5908	1218.0
197411.461582	183.0	42379600	2	(1, 4)	2161716.30341	1218.0
117314.735352	183.0	42379600	2	(1,)	1199965.82924	1218.0
150216.025144	183.0	42379600	3	(1, 2)	1676952.18852	1218.0
142684.757462	183.0	42379600	3	(1, 2, 1)	1684775.53719	1218.0
144062.057179	183.0	42379600	3	(1, 3)	1633617.3473	1218.0
967.637495947	183.0	42379600	3	(1, 4)	127120.467458	1218.0
158705.574824	183.0	42379600	3	(1,)	1538518.69485	1218.0
148368.126842	183.0	42379600	4	(1, 2)	1357994.72331	1218.0
190864.985275	183.0	42379600	4	(1, 4)	1776940.37489	1218.0
183482.118911	183.0	42379600	4	(1,)	1671713.36734	1218.0
26328.3684958	184.0	6302400	1	(1, 2)	342939.378278	1227.1
26161.4077798	184.0	6302400	1	(1, 2, 1)	351503.340221	1227.1
52.9553545153	184.0	6302400	1	(1, 4)	9480.54885442	1227.1
23477.1781313	184.0	6302400	1	(1,)	303119.176243	1227.1
21617.9513558	184.0	6302400	2	(1, 2)	281005.887436	1227.1
561.449433056	184.0	6302400	2	(1, 2, 1)	110852.977953	1227.1
27025.2805981	184.0	6302400	2	(1, 3)	353844.050914	1227.1
29663.099917	184.0	6302400	2	(1, 4)	397707.937957	1227.1
17641.6688644	184.0	6302400	2	(1,)	227312.060376	1227.1
22642.9795803	184.0	6302400	3	(1, 2)	343523.081904	1227.1
21553.7627472	184.0	6302400	3	(1, 2, 1)	345667.53764	1227.1
21609.7939672	184.0	6302400	3	(1, 3)	332968.30047	1227.1
139.93501763	184.0	6302400	3	(1, 4)	25252.1185682	1227.1
23801.8831349	184.0	6302400	3	(1,)	314010.766908	1227.1
23188.4728799	184.0	6302400	4	(1, 2)	275690.025082	1227.1
29284.2668857	184.0	6302400	4	(1, 4)	352432.977168	1227.1
27435.75091	184.0	6302400	4	(1,)	325374.062781	1227.1
99389.9706136	185.0	23230000	1	(1, 2)	918683.050523	1238.9
98684.9935634	185.0	23230000	1	(1, 2, 1)	918628.863425	1238.9
182.706233877	185.0	23230000	1	(1, 4)	25225.3006624	1238.9
87038.754224	185.0	23230000	1	(1,)	804026.140187	1238.9
82918.7796956	185.0	23230000	2	(1, 2)	764988.132072	1238.9
2089.73999375	185.0	23230000	2	(1, 2, 1)	318191.340509	1238.9
103589.937518	185.0	23230000	2	(1, 3)	953813.507683	1238.9
114092.048175	185.0	23230000	2	(1, 4)	1060027.63434	1238.9
66848.4534379	185.0	23230000	2	(1,)	616350.882421	1238.9
84491.5583357	185.0	23230000	3	(1, 2)	975091.509738	1238.9
81343.8089621	185.0	23230000	3	(1, 2, 1)	991590.761099	1238.9
80817.6891103	185.0	23230000	3	(1, 3)	947057.015477	1238.9
517.96629535	185.0	23230000	3	(1, 4)	72082.9079695	1238.9
88497.1263791	185.0	23230000	3	(1,)	889699.673406	1238.9
87053.1625277	185.0	23230000	4	(1, 2)	787770.846247	1238.9
108180.373769	185.0	23230000	4	(1, 4)	989826.928085	1238.9
102219.479294	185.0	23230000	4	(1,)	923052.837178	1238.9
164907.359751	186.0	42379600	1	(1, 2)	1458656.0032	1252.3
173526.348663	186.0	42379600	1	(1, 2, 1)	1464744.68549	1252.3
266.517849809	186.0	42379600	1	(1, 4)	314772.684426	1252.3
162340.358741	186.0	42379600	1	(1,)	1268460.35954	1252.3
156754.800694	186.0	42379600	2	(1, 2)	1239777.00669	1252.3
3834.95129388	186.0	42379600	2	(1, 2, 1)	514201.291781	1252.3
190155.635225	186.0	42379600	2	(1, 3)	1504306.29951	1252.3
214388.712209	186.0	42379600	2	(1, 4)	1714288.4973	1252.3
123144.710485	186.0	42379600	2	(1,)	971903.054595	1252.3
153977.823914	186.0	42379600	3	(1, 2)	1541020.47705	1252.3
148125.371451	186.0	42379600	3	(1, 2, 1)	1564529.99772	1252.3
148626.095498	186.0	42379600	3	(1, 3)	1510014.71977	1252.3
938.903692162	186.0	42379600	3	(1, 4)	115061.241003	1252.3
159615.082531	186.0	42379600	3	(1,)	1394308.31211	1252.3
176655.256	186.0	42379600	4	(1, 2)	1559056.74344	1252.3
243024.361941	186.0	42379600	4	(1, 4)	2046979.31131	1252.3
190571.79262	186.0	42379600	4	(1,)	1486091.09577	1252.3
198732.578169	187.0	41329200	1	(1, 2)	1491936.49959	1267.7
204605.352199	187.0	41329200	1	(1, 2, 1)	1467473.93168	1267.7
231.59913614	187.0	41329200	1	(1, 4)	238008.106695	1267.7
192313.352322	187.0	41329200	1	(1,)	1279016.11577	1267.7
153665.02514	187.0	41329200	2	(1, 2)	1166459.27693	1267.7
1099.89858527	187.0	41329200	2	(1, 2, 1)	1587971.2436	1267.7
207004.509102	187.0	41329200	2	(1, 3)	1544600.12731	1267.7
238187.451153	187.0	41329200	2	(1, 4)	1726512.02682	1267.7
137772.53834	187.0	41329200	2	(1,)	925317.175116	1267.7
149846.701479	187.0	41329200	3	(1, 2)	1282485.87684	1267.7
144544.116287	187.0	41329200	3	(1, 2, 1)	1304358.44877	1267.7
149568.874647	187.0	41329200	3	(1, 3)	1299180.05912	1267.7
935.988200708	187.0	41329200	3	(1, 4)	99807.3347637	1267.7
142418.769603	187.0	41329200	3	(1,)	1199704.25011	1267.7
176614.383212	187.0	41329200	4	(1, 2)	1322981.80333	1267.7
240467.131444	187.0	41329200	4	(1, 4)	1721068.53598	1267.7
