P_T_Maxwell	P_CT_Maxwell	GAI_c_Maxwell	PAR_t_Maxwell	location	densite	L_B_max_Maxwell	dGAIp	Delta_prot_Maxwell	Ln_final_Maxwell	nbj	crop_ccptn	expe_related	rep	nb_plt_utiles	dist_border_x	dist_border_y	CARIBU_state	Dse_mean_Maxwell	Dse_sd_Maxwell	a_B_w_Maxwell	t_beg_reg_Maxwell	Phl_Maxwell	Pls_Maxwell	nb_plt_temp	nb_rang	turtle_sectors	sky_type	curvature_Maxwell	scurv_Maxwell	leaf_nb_segments	Phi_zen_B_Maxwell	infinity_CARIBU
0.88	0	0.59	280000	Grignon	217	17.4	1	75	11.3	325	classical	Mariem	1	0	0	0	enabled	81	30	0.099	4.2	99	44.5	4	2	6	soc	30	0.75	7	10	0
