Nom de la demande:Grignon;;;;;;
Pas de temps:Journalier;;;;;;
Date de d̩but:01/09/2008;;;;;;
Date de fin:17/05/2015;;;;;;
Station(s):78615002;;;;;;
;;;;;;
RG:RAYONNEMENT GLOBAL (JOULES/CM2);;;;;;
TM:TEMPERATURE MOYENNE (DEGRES CELSIUS);;;;;;
;;;;;;
NOM_POSTE;year;month;day;RG;TM;PAR
Grignon;2002;10;15;723;13.9;14604600
Grignon;2002;10;16;515;13.5;10403000
Grignon;2002;10;17;257;9.1;5191400
Grignon;2002;10;18;776;7.5;15675200
Grignon;2002;10;19;931;7.3;18806200
Grignon;2002;10;20;764;10;15432800
Grignon;2002;10;21;547;14.5;11049400
Grignon;2002;10;22;379;13.9;7655800
Grignon;2002;10;23;829;10.2;16745800
Grignon;2002;10;24;137;9.4;2767400
Grignon;2002;10;25;213;13.7;4302600
Grignon;2002;10;26;684;13;13816800
Grignon;2002;10;27;722;13.1;14584400
Grignon;2002;10;28;963;9.3;19452600
Grignon;2002;10;29;793;9.6;16018600
Grignon;2002;10;30;594;12.8;11998800
Grignon;2002;10;31;547;11.3;11049400
Grignon;2002;11;1;345;13;6969000
Grignon;2002;11;2;183;14.9;3696600
Grignon;2002;11;3;516;11.9;10423200
Grignon;2002;11;4;665;9.7;13433000
Grignon;2002;11;5;425;8.6;8585000
Grignon;2002;11;6;352;8.3;7110400
Grignon;2002;11;7;569;7.1;11493800
Grignon;2002;11;8;227;7.4;4585400
Grignon;2002;11;9;121;10.6;2444200
Grignon;2002;11;10;222;12.5;4484400
Grignon;2002;11;11;628;11.3;12685600
Grignon;2002;11;12;361;10.4;7292200
Grignon;2002;11;13;506;11.1;10221200
Grignon;2002;11;14;338;10.4;6827600
Grignon;2002;11;15;606;7.7;12241200
Grignon;2002;11;16;170;6.7;3434000
Grignon;2002;11;17;336;8;6787200
Grignon;2002;11;18;89;7.6;1797800
Grignon;2002;11;19;150;5.7;3030000
Grignon;2002;11;20;343;7.8;6928600
Grignon;2002;11;21;203;10.3;4100600
Grignon;2002;11;22;450;8.4;9090000
Grignon;2002;11;23;72;7.7;1454400
Grignon;2002;11;24;569;7.1;11493800
Grignon;2002;11;25;56;7.1;1131200
Grignon;2002;11;26;407;6.1;8221400
Grignon;2002;11;27;205;4.7;4141000
Grignon;2002;11;28;329;8.6;6645800
Grignon;2002;11;29;175;8.3;3535000
Grignon;2002;11;30;209;7.7;4221800
Grignon;2002;12;1;94;8.3;1898800
Grignon;2002;12;2;182;6.5;3676400
Grignon;2002;12;3;454;5.6;9170800
Grignon;2002;12;4;175;6.1;3535000
Grignon;2002;12;5;52;5.7;1050400
Grignon;2002;12;6;14;3.1;282800
Grignon;2002;12;7;60;1.5;1212000
Grignon;2002;12;8;23;2.1;464600
Grignon;2002;12;9;115;0.1;2323000
Grignon;2002;12;10;227;1.4;4585400
Grignon;2002;12;11;337;1.8;6807400
Grignon;2002;12;12;153;3.1;3090600
Grignon;2002;12;13;83;6.2;1676600
Grignon;2002;12;14;156;6.4;3151200
Grignon;2002;12;15;125;9;2525000
Grignon;2002;12;16;124;6.8;2504800
Grignon;2002;12;17;82;4.9;1656400
Grignon;2002;12;18;216;1.7;4363200
Grignon;2002;12;19;480;0;9696000
Grignon;2002;12;20;87;6.4;1757400
Grignon;2002;12;21;107;10.8;2161400
Grignon;2002;12;22;188;11.8;3797600
Grignon;2002;12;23;173;11.9;3494600
Grignon;2002;12;24;278;11.2;5615600
Grignon;2002;12;25;118;10.3;2383600
Grignon;2002;12;26;350;12.2;7070000
Grignon;2002;12;27;75;11.2;1515000
Grignon;2002;12;28;142;8;2868400
Grignon;2002;12;29;72;10.5;1454400
Grignon;2002;12;30;162;11.6;3272400
Grignon;2002;12;31;48;6.7;969600
Grignon;2003;1;1;91;10;1838200
Grignon;2003;1;2;183;11.4;3696600
Grignon;2003;1;3;156;7.8;3151200
Grignon;2003;1;4;93;1.1;1878600
Grignon;2003;1;5;629;-4.2;12705800
Grignon;2003;1;6;323;-3.2;6524600
Grignon;2003;1;7;458;-5.3;9251600
Grignon;2003;1;8;326;-7.1;6585200
Grignon;2003;1;9;566;-6.6;11433200
Grignon;2003;1;10;255;-4.4;5151000
Grignon;2003;1;11;583;-5.1;11776600
Grignon;2003;1;12;820;-4.9;16564000
Grignon;2003;1;13;228;1.1;4605600
Grignon;2003;1;14;117;5;2363400
Grignon;2003;1;15;185;3;3737000
Grignon;2003;1;16;308;3.7;6221600
Grignon;2003;1;17;423;1.8;8544600
Grignon;2003;1;18;214;2.1;4322800
Grignon;2003;1;19;228;6.3;4605600
Grignon;2003;1;20;131;7.8;2646200
Grignon;2003;1;21;343;7.7;6928600
Grignon;2003;1;22;325;7;6565000
Grignon;2003;1;23;84;6.1;1696800
Grignon;2003;1;24;680;3.1;13736000
Grignon;2003;1;25;509;2.9;10281800
Grignon;2003;1;26;97;6.5;1959400
Grignon;2003;1;27;657;11.1;13271400
Grignon;2003;1;28;440;6.4;8888000
Grignon;2003;1;29;193;3.9;3898600
Grignon;2003;1;30;160;0.4;3232000
Grignon;2003;1;31;501;-0.2;10120200
Grignon;2003;2;1;184;0.5;3716800
Grignon;2003;2;2;241;4.3;4868200
Grignon;2003;2;3;156;4.8;3151200
Grignon;2003;2;4;524;1.5;10584800
Grignon;2003;2;5;837;1.2;16907400
Grignon;2003;2;6;735;0.8;14847000
Grignon;2003;2;7;199;3.7;4019800
Grignon;2003;2;8;246;5.2;4969200
Grignon;2003;2;9;102;4.7;2060400
Grignon;2003;2;10;277;4;5595400
Grignon;2003;2;11;249;4.8;5029800
Grignon;2003;2;12;292;0.5;5898400
Grignon;2003;2;13;788;-1.6;15917600
Grignon;2003;2;14;710;-1.9;14342000
Grignon;2003;2;15;1154;-0.6;23310800
Grignon;2003;2;16;1061;-1.6;21432200
Grignon;2003;2;17;1087;-2;21957400
Grignon;2003;2;18;1061;-1.5;21432200
Grignon;2003;2;19;962;0.6;19432400
Grignon;2003;2;20;736;4.6;14867200
Grignon;2003;2;21;1041;4.6;21028200
Grignon;2003;2;22;1136;4.8;22947200
Grignon;2003;2;23;595;7.2;12019000
Grignon;2003;2;24;1168;8.2;23593600
Grignon;2003;2;25;909;7.8;18361800
Grignon;2003;2;26;978;10.2;19755600
Grignon;2003;2;27;543;10.3;10968600
Grignon;2003;2;28;573;9.1;11574600
Grignon;2003;3;1;254;9.9;5130800
Grignon;2003;3;2;366;6.6;7393200
Grignon;2003;3;3;539;4.8;10887800
Grignon;2003;3;4;402;9.3;8120400
Grignon;2003;3;5;995;11.6;20099000
Grignon;2003;3;6;1212;8.1;24482400
Grignon;2003;3;7;883;7.2;17836600
Grignon;2003;3;8;1020;8.2;20604000
Grignon;2003;3;9;1390;10.7;28078000
Grignon;2003;3;10;938;11.3;18947600
Grignon;2003;3;11;539;14;10887800
Grignon;2003;3;12;814;9;16442800
Grignon;2003;3;13;1515;7.2;30603000
Grignon;2003;3;14;1683;6.2;33996600
Grignon;2003;3;15;1664;6.3;33612800
Grignon;2003;3;16;1664;6.8;33612800
Grignon;2003;3;17;1648;8.4;33289600
Grignon;2003;3;18;1629;6.6;32905800
Grignon;2003;3;19;1715;8.2;34643000
Grignon;2003;3;20;1646;7.7;33249200
Grignon;2003;3;21;1217;5.8;24583400
Grignon;2003;3;22;1701;7.7;34360200
Grignon;2003;3;23;1768;12.1;35713600
Grignon;2003;3;24;1723;14.4;34804600
Grignon;2003;3;25;1365;14.1;27573000
Grignon;2003;3;26;1605;14.2;32421000
Grignon;2003;3;27;1546;14;31229200
Grignon;2003;3;28;867;13.9;17513400
Grignon;2003;3;29;648;13.4;13089600
Grignon;2003;3;30;1626;12.1;32845200
Grignon;2003;3;31;1954;9;39470800
Grignon;2003;4;1;1186;9.8;23957200
Grignon;2003;4;2;1062;6;21452400
Grignon;2003;4;3;1437;5.2;29027400
Grignon;2003;4;4;1540;6.8;31108000
Grignon;2003;4;5;1963;9.6;39652600
Grignon;2003;4;6;877;6.6;17715400
Grignon;2003;4;7;2229;3.8;45025800
Grignon;2003;4;8;2206;3.5;44561200
Grignon;2003;4;9;2196;3.7;44359200
Grignon;2003;4;10;1405;2.7;28381000
Grignon;2003;4;11;1698;4.8;34299600
Grignon;2003;4;12;1207;9.5;24381400
Grignon;2003;4;13;1721;12.8;34764200
Grignon;2003;4;14;1175;15.8;23735000
Grignon;2003;4;15;1868;17.7;37733600
Grignon;2003;4;16;2262;17.4;45692400
Grignon;2003;4;17;2227;17;44985400
Grignon;2003;4;18;2296;15.5;46379200
Grignon;2003;4;19;2420;10;48884000
Grignon;2003;4;20;652;9.1;13170400
Grignon;2003;4;21;1444;12;29168800
Grignon;2003;4;22;1875;13.5;37875000
Grignon;2003;4;23;2229;13.6;45025800
Grignon;2003;4;24;1539;15;31087800
Grignon;2003;4;25;1156;16.6;23351200
Grignon;2003;4;26;829;13.3;16745800
Grignon;2003;4;27;1428;12.9;28845600
Grignon;2003;4;28;1654;16.8;33410800
Grignon;2003;4;29;1789;14.7;36137800
Grignon;2003;4;30;1016;12.8;20523200
Grignon;2003;5;1;1728;12.2;34905600
Grignon;2003;5;2;1602;12.9;32360400
Grignon;2003;5;3;2399;12.4;48459800
Grignon;2003;5;4;2584;17.7;52196800
Grignon;2003;5;5;326;12.7;6585200
Grignon;2003;5;6;729;11.3;14725800
Grignon;2003;5;7;2506;13.3;50621200
Grignon;2003;5;8;1612;15;32562400
Grignon;2003;5;9;773;12.1;15614600
Grignon;2003;5;10;2553;11.8;51570600
Grignon;2003;5;11;2012;13.9;40642400
Grignon;2003;5;12;1389;11.5;28057800
Grignon;2003;5;13;2116;9.4;42743200
Grignon;2003;5;14;2400;9.6;48480000
Grignon;2003;5;15;2370;10.2;47874000
Grignon;2003;5;16;2060;13.1;41612000
Grignon;2003;5;17;1180;13.5;23836000
Grignon;2003;5;18;773;13.6;15614600
Grignon;2003;5;19;918;13.3;18543600
Grignon;2003;5;20;2408;12;48641600
Grignon;2003;5;21;1183;12.5;23896600
Grignon;2003;5;22;1373;16.3;27734600
Grignon;2003;5;23;2117;15.1;42763400
Grignon;2003;5;24;831;12.3;16786200
Grignon;2003;5;25;2075;12.3;41915000
Grignon;2003;5;26;2739;12.9;55327800
Grignon;2003;5;27;2752;14.4;55590400
Grignon;2003;5;28;2556;17.5;51631200
Grignon;2003;5;29;2422;20;48924400
Grignon;2003;5;30;2508;21.6;50661600
Grignon;2003;5;31;2028;22.3;40965600
Grignon;2003;6;1;2374;22.2;47954800
Grignon;2003;6;2;1605;18.4;32421000
Grignon;2003;6;3;1881;19.3;37996200
Grignon;2003;6;4;2060;20.1;41612000
Grignon;2003;6;5;2200;17.3;44440000
Grignon;2003;6;6;2546;20;51429200
Grignon;2003;6;7;2875;21.7;58075000
Grignon;2003;6;8;1404;19.1;28360800
Grignon;2003;6;9;2627;18.3;53065400
Grignon;2003;6;10;1300;20.1;26260000
Grignon;2003;6;11;2777;19.9;56095400
Grignon;2003;6;12;2006;20.5;40521200
Grignon;2003;6;13;2163;19.4;43692600
Grignon;2003;6;14;1671;20.4;33754200
Grignon;2003;6;15;2161;19.9;43652200
Grignon;2003;6;16;2812;20.5;56802400
Grignon;2003;6;17;1594;19.3;32198800
Grignon;2003;6;18;2829;17.5;57145800
Grignon;2003;6;19;1665;20.2;33633000
Grignon;2003;6;20;2809;19.1;56741800
Grignon;2003;6;21;2819;18.9;56943800
Grignon;2003;6;22;2651;23.5;53550200
Grignon;2003;6;23;2455;21;49591000
Grignon;2003;6;24;3043;19;61468600
Grignon;2003;6;25;2441;21.1;49308200
Grignon;2003;6;26;2061;20.4;41632200
Grignon;2003;6;27;1193;18.5;24098600
Grignon;2003;6;28;2475;19.7;49995000
Grignon;2003;6;29;2722;23.6;54984400
Grignon;2003;6;30;1118;18.3;22583600
Grignon;2003;7;1;3024;15.8;61084800
Grignon;2003;7;2;3022;16.7;61044400
Grignon;2003;7;3;2769;16.4;55933800
Grignon;2003;7;4;1954;16.3;39470800
Grignon;2003;7;5;2473;16.9;49954600
Grignon;2003;7;6;1831;18.1;36986200
Grignon;2003;7;7;3185;19.4;64337000
Grignon;2003;7;8;3328;19.4;67225600
Grignon;2003;7;9;3660;21.3;73932000
Grignon;2003;7;10;3027;23.8;61145400
Grignon;2003;7;11;2701;22.5;54560200
Grignon;2003;7;12;2795;20.1;56459000
Grignon;2003;7;13;2894;22.2;58458800
Grignon;2003;7;14;2837;25.3;57307400
Grignon;2003;7;15;2350;26.2;47470000
Grignon;2003;7;16;1612;20.4;32562400
Grignon;2003;7;17;1957;18.5;39531400
Grignon;2003;7;18;2648;22.3;53489600
Grignon;2003;7;19;2705;25.6;54641000
Grignon;2003;7;20;1927;21.8;38925400
Grignon;2003;7;21;2199;21.8;44419800
Grignon;2003;7;22;2459;21.1;49671800
Grignon;2003;7;23;2159;21.1;43611800
Grignon;2003;7;24;1493;19.2;30158600
Grignon;2003;7;25;1332;18.5;26906400
Grignon;2003;7;26;650;18.3;13130000
Grignon;2003;7;27;1456;18.1;29411200
Grignon;2003;7;28;2250;18.7;45450000
Grignon;2003;7;29;2050;20.1;41410000
Grignon;2003;7;30;1489;19;30077800
Grignon;2003;7;31;1637;18.7;33067400
Grignon;2003;8;1;2598;22;52479600
Grignon;2003;8;2;2528;23;51065600
Grignon;2003;8;3;2460;25.6;49692000
Grignon;2003;8;4;2482;28;50136400
Grignon;2003;8;5;2349;28.7;47449800
Grignon;2003;8;6;2376;30;47995200
Grignon;2003;8;7;2275;27.7;45955000
Grignon;2003;8;8;2200;27.4;44440000
Grignon;2003;8;9;2312;27.7;46702400
Grignon;2003;8;10;2211;30;44662200
Grignon;2003;8;11;1799;31.2;36339800
Grignon;2003;8;12;2240;30.6;45248000
Grignon;2003;8;13;2186;25.5;44157200
Grignon;2003;8;14;1877;22.8;37915400
Grignon;2003;8;15;1965;20.8;39693000
Grignon;2003;8;16;1848;21.6;37329600
Grignon;2003;8;17;1413;22.9;28542600
Grignon;2003;8;18;1351;20.3;27290200
Grignon;2003;8;19;1395;18.9;28179000
Grignon;2003;8;20;2107;17.6;42561400
Grignon;2003;8;21;2300;17.9;46460000
Grignon;2003;8;22;2101;18.8;42440200
Grignon;2003;8;23;1512;19.4;30542400
Grignon;2003;8;24;2214;20.8;44722800
Grignon;2003;8;25;2241;19.5;45268200
Grignon;2003;8;26;2086;20.1;42137200
Grignon;2003;8;27;1626;20.5;32845200
Grignon;2003;8;28;1028;20.3;20765600
Grignon;2003;8;29;632;16.4;12766400
Grignon;2003;8;30;1331;14.3;26886200
Grignon;2003;8;31;1523;13.8;30764600
Grignon;2003;9;1;1514;14.8;30582800
Grignon;2003;9;2;1528;13.5;30865600
Grignon;2003;9;3;2104;15.2;42500800
Grignon;2003;9;4;2119;16.7;42803800
Grignon;2003;9;5;614;15.8;12402800
Grignon;2003;9;6;1517;17.2;30643400
Grignon;2003;9;7;1105;14;22321000
Grignon;2003;9;8;1137;14.4;22967400
Grignon;2003;9;9;1425;15.8;28785000
Grignon;2003;9;10;724;15.8;14624800
Grignon;2003;9;11;857;15.8;17311400
Grignon;2003;9;12;1108;17.5;22381600
Grignon;2003;9;13;1772;15.8;35794400
Grignon;2003;9;14;1959;15.9;39571800
Grignon;2003;9;15;1825;17.2;36865000
Grignon;2003;9;16;1776;17.9;35875200
Grignon;2003;9;17;1767;19.4;35693400
Grignon;2003;9;18;1742;21.3;35188400
Grignon;2003;9;19;1675;22.1;33835000
Grignon;2003;9;20;1771;21.2;35774200
Grignon;2003;9;21;1623;22.3;32784600
Grignon;2003;9;22;996;18.8;20119200
Grignon;2003;9;23;850;11.1;17170000
Grignon;2003;9;24;1610;10.3;32522000
Grignon;2003;9;25;1652;11.9;33370400
Grignon;2003;9;26;1120;12.9;22624000
Grignon;2003;9;27;1246;14.4;25169200
Grignon;2003;9;28;833;13;16826600
Grignon;2003;9;29;1455;11.8;29391000
Grignon;2003;9;30;1427;13.8;28825400
Grignon;2003;10;1;388;15;7837600
Grignon;2003;10;2;1388;17.8;28037600
Grignon;2003;10;3;1007;15.7;20341400
Grignon;2003;10;4;626;12.1;12645200
Grignon;2003;10;5;791;7.8;15978200
Grignon;2003;10;6;477;9.7;9635400
Grignon;2003;10;7;190;10.7;3838000
Grignon;2003;10;8;427;11.2;8625400
Grignon;2003;10;9;585;15;11817000
Grignon;2003;10;10;557;14.2;11251400
Grignon;2003;10;11;753;14.8;15210600
Grignon;2003;10;12;1196;12.9;24159200
Grignon;2003;10;13;910;13.2;18382000
Grignon;2003;10;14;1083;11.7;21876600
Grignon;2003;10;15;1285;8.8;25957000
Grignon;2003;10;16;1257;8.4;25391400
Grignon;2003;10;17;1142;7.1;23068400
Grignon;2003;10;18;1132;6.2;22866400
Grignon;2003;10;19;652;5.5;13170400
Grignon;2003;10;20;597;7;12059400
Grignon;2003;10;21;299;5.4;6039800
Grignon;2003;10;22;758;6.1;15311600
Grignon;2003;10;23;172;3.8;3474400
Grignon;2003;10;24;1035;3.2;20907000
Grignon;2003;10;25;956;5;19311200
Grignon;2003;10;26;447;5.1;9029400
Grignon;2003;10;27;205;1.9;4141000
Grignon;2003;10;28;794;1.2;16038800
Grignon;2003;10;29;408;4;8241600
Grignon;2003;10;30;599;7.6;12099800
Grignon;2003;10;31;258;9.7;5211600
Grignon;2003;11;1;535;7.8;10807000
Grignon;2003;11;2;291;9.8;5878200
Grignon;2003;11;3;581;12.2;11736200
Grignon;2003;11;4;435;9.3;8787000
Grignon;2003;11;5;655;8.5;13231000
Grignon;2003;11;6;705;8.9;14241000
Grignon;2003;11;7;839;7;16947800
Grignon;2003;11;8;620;4.7;12524000
Grignon;2003;11;9;145;6.7;2929000
Grignon;2003;11;10;335;8;6767000
Grignon;2003;11;11;645;8.9;13029000
Grignon;2003;11;12;201;8.5;4060200
Grignon;2003;11;13;590;7.2;11918000
Grignon;2003;11;14;473;8.6;9554600
Grignon;2003;11;15;613;7.8;12382600
Grignon;2003;11;16;133;6.1;2686600
Grignon;2003;11;17;621;6;12544200
Grignon;2003;11;18;181;10.9;3656200
Grignon;2003;11;19;132;11.2;2666400
Grignon;2003;11;20;131;7.4;2646200
Grignon;2003;11;21;217;9;4383400
Grignon;2003;11;22;331;13.4;6686200
Grignon;2003;11;23;420;14.2;8484000
Grignon;2003;11;24;141;11.7;2848200
Grignon;2003;11;25;175;8.5;3535000
Grignon;2003;11;26;125;8;2525000
Grignon;2003;11;27;189;3.7;3817800
Grignon;2003;11;28;606;2.7;12241200
Grignon;2003;11;29;250;4.5;5050000
Grignon;2003;11;30;291;9.5;5878200
Grignon;2003;12;1;177;9.1;3575400
Grignon;2003;12;2;114;7.3;2302800
Grignon;2003;12;3;185;6.7;3737000
Grignon;2003;12;4;71;5.7;1434200
Grignon;2003;12;5;152;5.3;3070400
Grignon;2003;12;6;149;3.9;3009800
Grignon;2003;12;7;582;0.5;11756400
Grignon;2003;12;8;519;2;10483800
Grignon;2003;12;9;510;0.6;10302000
Grignon;2003;12;10;523;-0.8;10564600
Grignon;2003;12;11;92;4.3;1858400
Grignon;2003;12;12;150;10.2;3030000
Grignon;2003;12;13;111;11.7;2242200
Grignon;2003;12;14;366;8.1;7393200
Grignon;2003;12;15;415;3.9;8383000
Grignon;2003;12;16;506;1.3;10221200
Grignon;2003;12;17;515;1.6;10403000
Grignon;2003;12;18;484;2.4;9776800
Grignon;2003;12;19;83;5.8;1676600
Grignon;2003;12;20;81;9;1636200
Grignon;2003;12;21;236;5.2;4767200
Grignon;2003;12;22;229;1.8;4625800
Grignon;2003;12;23;101;2.8;2040200
Grignon;2003;12;24;84;7.7;1696800
Grignon;2003;12;25;146;7.4;2949200
Grignon;2003;12;26;118;6.4;2383600
Grignon;2003;12;27;380;7.5;7676000
Grignon;2003;12;28;220;5.3;4444000
Grignon;2003;12;29;134;2;2706800
Grignon;2003;12;30;570;1.1;11514000
Grignon;2003;12;31;211;1.1;4262200
Grignon;2004;1;1;105;1;2121000
Grignon;2004;1;2;83;1.9;1676600
Grignon;2004;1;3;348;-2.3;7029600
Grignon;2004;1;4;120;-0.1;2424000
Grignon;2004;1;5;113;3.6;2282600
Grignon;2004;1;6;288;6.8;5817600
Grignon;2004;1;7;508;6.1;10261600
Grignon;2004;1;8;128;7;2585600
Grignon;2004;1;9;352;7.9;7110400
Grignon;2004;1;10;198;8.8;3999600
Grignon;2004;1;11;224;10.8;4524800
Grignon;2004;1;12;212;8.9;4282400
Grignon;2004;1;13;87;8.7;1757400
Grignon;2004;1;14;259;5.7;5231800
Grignon;2004;1;15;423;5.1;8544600
Grignon;2004;1;16;330;7.2;6666000
Grignon;2004;1;17;174;3.8;3514800
Grignon;2004;1;18;389;2.5;7857800
Grignon;2004;1;19;117;4.2;2363400
Grignon;2004;1;20;132;8.3;2666400
Grignon;2004;1;21;69;6.7;1393800
Grignon;2004;1;22;175;5.5;3535000
Grignon;2004;1;23;138;5.7;2787600
Grignon;2004;1;24;411;6;8302200
Grignon;2004;1;25;692;3.9;13978400
Grignon;2004;1;26;102;1.2;2060400
Grignon;2004;1;27;356;1.3;7191200
Grignon;2004;1;28;261;1.2;5272200
Grignon;2004;1;29;906;0.2;18301200
Grignon;2004;1;30;679;1.4;13715800
Grignon;2004;1;31;123;8.2;2484600
Grignon;2004;2;1;573;11.1;11574600
Grignon;2004;2;2;701;11.4;14160200
Grignon;2004;2;3;664;12.4;13412800
Grignon;2004;2;4;562;12.5;11352400
Grignon;2004;2;5;628;13.3;12685600
Grignon;2004;2;6;295;11.7;5959000
Grignon;2004;2;7;532;7.3;10746400
Grignon;2004;2;8;419;5.7;8463800
Grignon;2004;2;9;955;2.3;19291000
Grignon;2004;2;10;870;2;17574000
Grignon;2004;2;11;168;6.5;3393600
Grignon;2004;2;12;194;4.8;3918800
Grignon;2004;2;13;853;3.3;17230600
Grignon;2004;2;14;365;5.2;7373000
Grignon;2004;2;15;390;4.9;7878000
Grignon;2004;2;16;900;5.2;18180000
Grignon;2004;2;17;604;4.5;12200800
Grignon;2004;2;18;482;5;9736400
Grignon;2004;2;19;543;2.9;10968600
Grignon;2004;2;20;1033;2.2;20866600
Grignon;2004;2;21;248;3.2;5009600
Grignon;2004;2;22;491;2.9;9918200
Grignon;2004;2;23;864;1;17452800
Grignon;2004;2;24;826;1;16685200
Grignon;2004;2;25;666;2.1;13453200
Grignon;2004;2;26;1140;-0.9;23028000
Grignon;2004;2;27;1183;-0.9;23896600
Grignon;2004;2;28;1049;0.5;21189800
Grignon;2004;2;29;654;0.7;13210800
Grignon;2004;3;1;1314;0.2;26542800
Grignon;2004;3;2;1370;1.6;27674000
Grignon;2004;3;3;1325;4.9;26765000
Grignon;2004;3;4;282;6;5696400
Grignon;2004;3;5;250;6.1;5050000
Grignon;2004;3;6;703;5.4;14200600
Grignon;2004;3;7;778;4.4;15715600
Grignon;2004;3;8;1412;3.4;28522400
Grignon;2004;3;9;1005;2.2;20301000
Grignon;2004;3;10;399;0.2;8059800
Grignon;2004;3;11;532;0.8;10746400
Grignon;2004;3;12;146;5.3;2949200
Grignon;2004;3;13;1268;8.5;25613600
Grignon;2004;3;14;1049;9.1;21189800
Grignon;2004;3;15;524;11.2;10584800
Grignon;2004;3;16;1680;13.9;33936000
Grignon;2004;3;17;1495;15;30199000
Grignon;2004;3;18;1085;12.7;21917000
Grignon;2004;3;19;647;10.6;13069400
Grignon;2004;3;20;457;12.2;9231400
Grignon;2004;3;21;1179;8.8;23815800
Grignon;2004;3;22;1104;5.5;22300800
Grignon;2004;3;23;1439;4.7;29067800
Grignon;2004;3;24;1075;4.5;21715000
Grignon;2004;3;25;1180;3.6;23836000
Grignon;2004;3;26;1517;3.5;30643400
Grignon;2004;3;27;1700;3.6;34340000
Grignon;2004;3;28;1924;5.8;38864800
Grignon;2004;3;29;1947;8;39329400
Grignon;2004;3;30;1907;10.1;38521400
Grignon;2004;3;31;1382;12.4;27916400
Grignon;2004;4;1;1831;13.9;36986200
Grignon;2004;4;2;857;10.5;17311400
Grignon;2004;4;3;1206;11.5;24361200
Grignon;2004;4;4;1697;11;34279400
Grignon;2004;4;5;1084;8.7;21896800
Grignon;2004;4;6;1179;6.5;23815800
Grignon;2004;4;7;1136;5.8;22947200
Grignon;2004;4;8;1222;5.1;24684400
Grignon;2004;4;9;1009;5.7;20381800
Grignon;2004;4;10;1704;6.8;34420800
Grignon;2004;4;11;2001;6.3;40420200
Grignon;2004;4;12;2232;7.5;45086400
Grignon;2004;4;13;1049;8.2;21189800
Grignon;2004;4;14;1357;10.6;27411400
Grignon;2004;4;15;1833;10.8;37026600
Grignon;2004;4;16;2144;12.7;43308800
Grignon;2004;4;17;703;9.7;14200600
Grignon;2004;4;18;702;7.2;14180400
Grignon;2004;4;19;1696;6.6;34259200
Grignon;2004;4;20;804;10.1;16240800
Grignon;2004;4;21;1801;15.3;36380200
Grignon;2004;4;22;1807;12.6;36501400
Grignon;2004;4;23;2193;10.7;44298600
Grignon;2004;4;24;2493;12.6;50358600
Grignon;2004;4;25;2401;13.1;48500200
Grignon;2004;4;26;2462;14.1;49732400
Grignon;2004;4;27;1910;14.2;38582000
Grignon;2004;4;28;1545;11.6;31209000
Grignon;2004;4;29;1537;11.7;31047400
Grignon;2004;4;30;952;12;19230400
Grignon;2004;5;1;2160;11.8;43632000
Grignon;2004;5;2;1765;12.8;35653000
Grignon;2004;5;3;2171;12.9;43854200
Grignon;2004;5;4;1007;8.2;20341400
Grignon;2004;5;5;1551;7.6;31330200
Grignon;2004;5;6;1553;8.4;31370600
Grignon;2004;5;7;1576;8.7;31835200
Grignon;2004;5;8;278;8.5;5615600
Grignon;2004;5;9;294;9.2;5938800
Grignon;2004;5;10;692;11.6;13978400
Grignon;2004;5;11;2011;13.1;40622200
Grignon;2004;5;12;2485;10.5;50197000
Grignon;2004;5;13;835;8.9;16867000
Grignon;2004;5;14;2433;11;49146600
Grignon;2004;5;15;2452;14.1;49530400
Grignon;2004;5;16;2749;15.4;55529800
Grignon;2004;5;17;2745;18;55449000
Grignon;2004;5;18;2709;18.2;54721800
Grignon;2004;5;19;2872;18.1;58014400
Grignon;2004;5;20;2833;17.7;57226600
Grignon;2004;5;21;1798;12.7;36319600
Grignon;2004;5;22;2660;10.1;53732000
Grignon;2004;5;23;2120;9.9;42824000
Grignon;2004;5;24;2986;12.4;60317200
Grignon;2004;5;25;2865;14.3;57873000
Grignon;2004;5;26;1540;13.7;31108000
Grignon;2004;5;27;2770;13.7;55954000
Grignon;2004;5;28;2615;14.7;52823000
Grignon;2004;5;29;2580;17.7;52116000
Grignon;2004;5;30;1570;15.3;31714000
Grignon;2004;5;31;1572;14.1;31754400
Grignon;2004;6;1;918;14.9;18543600
Grignon;2004;6;2;1488;14.9;30057600
Grignon;2004;6;3;2042;14.2;41248400
Grignon;2004;6;4;868;15;17533600
Grignon;2004;6;5;2441;17.6;49308200
Grignon;2004;6;6;2966;17.5;59913200
Grignon;2004;6;7;2890;20.7;58378000
Grignon;2004;6;8;2875;23.8;58075000
Grignon;2004;6;9;2375;22.7;47975000
Grignon;2004;6;10;1907;20.2;38521400
Grignon;2004;6;11;2012;16.9;40642400
Grignon;2004;6;12;2121;15;42844200
Grignon;2004;6;13;2466;14.8;49813200
Grignon;2004;6;14;2880;17.1;58176000
Grignon;2004;6;15;2725;20.4;55045000
Grignon;2004;6;16;2327;18.9;47005400
Grignon;2004;6;17;2967;18;59933400
Grignon;2004;6;18;1496;14.8;30219200
Grignon;2004;6;19;2070;12.9;41814000
Grignon;2004;6;20;2067;12.3;41753400
Grignon;2004;6;21;1474;14.1;29774800
Grignon;2004;6;22;1905;17.7;38481000
Grignon;2004;6;23;2122;17.7;42864400
