Nom;de;la;demande:Grignon;;;
Pas;de;temps:Journalier;;;;
Date;de;début:01/09/1999;;;;
Date;de;fin:31/08/2000;;;;
Station(s):France;;;;;;
;;;;;;
RG:RAYONNEMENT;GLOBAL;(JOULES/CM2);;;;
TM:TEMPERATURE;MOYENNE;(DEGRES;CELSIUS);;;
PAR:2.02*10000*X;;;;;;
NUM_POSTE;year;month;day;TM;RG;PAR
France;1901;8;7;18.2;1542.7;31162540
France;1901;8;8;18.0090909091;1374.6;27766920
France;1901;8;9;18.3272727273;1685.5;34047100
France;1901;8;10;18.1909090909;1683.1;33998620
France;1901;8;11;18.3909090909;1648.9;33307780
France;1901;8;12;17.6454545455;1719.8;34739960
France;1901;8;13;17.0545454545;1478.3;29861660
France;1901;8;14;17.3181818182;1511.9;30540380
France;1901;8;15;18.3818181818;1623.1;32786620
France;1901;8;16;18.2909090909;1428.6;28857720
France;1901;8;17;18.7636363636;1508.6;30473720
France;1901;8;18;19.6272727273;1562.7;31566540
France;1901;8;19;18.8636363636;1636.4;33055280
France;1901;8;20;18.2090909091;1501.1;30322220
France;1901;8;21;18.5;1708.7;34515740
France;1901;8;22;17.8909090909;1500.4;30308080
France;1901;8;23;18.3454545455;1566.1;31635220
France;1901;8;24;16.8909090909;1295.6;26171120
France;1901;8;25;16.7727272727;1261.2;25476240
France;1901;8;26;17.5363636364;1296.3;26185260
France;1901;8;27;17.6090909091;1194.6;24130920
France;1901;8;28;16.9363636364;1510.3;30508060
France;1901;8;29;16.2363636364;1589.1;32099820
France;1901;8;30;16.5363636364;1654.6;33422920
France;1901;8;31;17.3272727273;1532.5;30956500
France;1901;9;1;17.1727272727;1369;27653800
France;1901;9;2;17.4545454545;1458.7;29465740
France;1901;9;3;17.9636363636;1272.5;25704500
France;1901;9;4;17.9909090909;1221.9;24682380
France;1901;9;5;18.1272727273;1263.8;25528760
France;1901;9;6;17.7818181818;1134.8;22922960
France;1901;9;7;17.2727272727;1327.3;26811460
France;1901;9;8;17.5272727273;1450.2;29294040
France;1901;9;9;18.0454545455;1206.6;24373320
France;1901;9;10;17.9363636364;1355.1;27373020
France;1901;9;11;16.8090909091;1158;23391600
France;1901;9;12;16.2272727273;1200.9;24258180
France;1901;9;13;15.9272727273;1095.6;22131120
France;1901;9;14;15.7;1232.3;24892460
France;1901;9;15;15.4818181818;1136.5;22957300
France;1901;9;16;15.1909090909;1084.6;21908920
France;1901;9;17;14.4818181818;1002.2;20244440
France;1901;9;18;14.5909090909;910.5;18392100
France;1901;9;19;14.3;1190;24038000
France;1901;9;20;15.1545454545;1369.2;27657840
France;1901;9;21;15.6363636364;1128.9;22803780
France;1901;9;22;15.5363636364;1227.7;24799540
France;1901;9;23;15.6909090909;1086.2;21941240
France;1901;9;24;14.4636363636;999.8;20195960
France;1901;9;25;14.1909090909;1119.6;22615920
France;1901;9;26;14.0636363636;1129.8;22821960
France;1901;9;27;14.3545454545;1263.1;25514620
France;1901;9;28;14.4727272727;1152;23270400
France;1901;9;29;14.5545454545;1021.1;20626220
France;1901;9;30;14.7545454545;997.9;20157580
France;1901;10;1;15.3727272727;929.8;18781960
France;1901;10;2;14.7545454545;911.2;18406240
France;1901;10;3;14.6636363636;964.6;19484920
France;1901;10;4;14.3545454545;824.4;16652880
France;1901;10;5;14.0181818182;643.9;13006780
France;1901;10;6;14.2454545455;674.5;13624900
